	Country Name	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
85	Guinea	2995361141.0	2829435957.0	2950198649.0	3446441698.0	3635458133.0	2937071767.0	4220019243.0	6281917656.0	6964179194.0	6716904569.0	6853467858.0	6785137173.0	7638045254.0	8376613843.0	8778473615.0	8794202444.0	8595955581.0	10324668267.0	11857030337.0	13513809258.0	15681050917.0
86	Gambia, The	782915402.4	687408804.6	578236035.1	487038821.6	961900106.9	1027702254.0	1054113427.0	1279704745.0	1561763437.0	1450140386.0	1543292393.0	1409694554.0	1415006238.0	1375608956.0	1229460602.0	1378176868.0	1484579844.0	1504909753.0	1670670669.0	1812529105.0	1868086275.0
87	Guinea-Bissau	371095510.0	392621385.9	417806667.1	477458598.7	532062927.4	587029054.4	592365688.1	696910810.9	868154708.5	830126470.0	849878424.2	1099818652.0	989271229.6	1046087418.0	1054915645.0	1048229629.0	1179004941.0	1350177128.0	1504630121.0	1439638443.0	1431758243.0
88	Equatorial Guinea	1045998496.0	1461139022.0	1806742742.0	2484745935.0	4410764339.0	8217369093.0	10086528699.0	13071718759.0	19749893536.0	15027795173.0	16314443429.0	21357343682.0	22388344124.0	21948834290.0	21765453087.0	13185496881.0	11240808847.0	12200913888.0	13097012189.0	11417278045.0	10021856754.0
89	Greece	130458000000.0	136309000000.0	154564000000.0	202370000000.0	240964000000.0	247875000000.0	273547000000.0	318903000000.0	355909000000.0	331309000000.0	297125000000.0	282996000000.0	242029000000.0	238908000000.0	235458000000.0	195684000000.0	193148000000.0	199844000000.0	212049000000.0	205144000000.0	188835000000.0
90	Grenada	520044370.4	520444185.2	540336925.9	591018407.4	599118592.6	695555555.6	698700666.7	758683592.6	825976037.0	771275555.6	771013259.3	778655925.9	799882259.3	842620111.1	911497407.4	997007925.9	1061640741.0	1125685185.0	1166523556.0	1212694407.0	1042100556.0
91	Greenland	1068030830.0	1086172923.0	1169138789.0	1558753434.0	1822486689.0	1849805733.0	2013099482.0	2249811709.0	2499107511.0	2529948330.0	2503156061.0	2684467376.0	2609667674.0	2684952727.0	2842048998.0	2499115623.0	2707146783.0	2851610656.0	3040414278.0	2982247279.0	NULL
92	Guatemala	19288827159.0	18405203853.0	20444205991.0	21576351799.0	23577286227.0	26783543667.0	29744368111.0	33567868323.0	38503862831.0	37125943565.0	40676432029.0	46876114650.0	49593961142.0	52996540704.0	57852399964.0	62186186576.0	66053725049.0	71654134379.0	73208583759.0	77020015201.0	77604632171.0
93	Guam	NULL	NULL	3394000000.0	3569000000.0	3869000000.0	4213000000.0	4238000000.0	4397000000.0	4658000000.0	4828000000.0	4949000000.0	4984000000.0	5265000000.0	5399000000.0	5610000000.0	5799000000.0	5901000000.0	6013000000.0	6060000000.0	6364000000.0	5844000000.0
94	Guyana	712667896.7	712167575.6	726131434.7	743064076.8	787814379.2	824880550.3	2379818383.0	2730971150.0	3025187924.0	3165663153.0	3432913073.0	3691384318.0	4063089192.0	4167800259.0	4127659492.0	4279840194.0	4482697337.0	4748174334.0	4787636237.0	5173760192.0	5471256595.0
95	High income	27706200000000.0	27425500000000.0	28601600000000.0	32048800000000.0	35670900000000.0	37709100000000.0	39822500000000.0	43544100000000.0	46327000000000.0	43440700000000.0	45501300000000.0	49127200000000.0	49158400000000.0	49754600000000.0	50854100000000.0	48060600000000.0	49104300000000.0	51348400000000.0	54564200000000.0	55045600000000.0	53461100000000.0
96	Hong Kong SAR, China	171668000000.0	169403000000.0	166349000000.0	161385000000.0	169100000000.0	181570000000.0	193536000000.0	211597000000.0	219280000000.0	214046000000.0	228638000000.0	248514000000.0	262629000000.0	275697000000.0	291459000000.0	309384000000.0	320838000000.0	341244000000.0	361692000000.0	363016000000.0	346586000000.0
97	Honduras	7103826902.0	7565854724.0	7775251510.0	8140278401.0	8772169959.0	9672023050.0	10841724917.0	12275500116.0	13789443623.0	14486159608.0	15729649159.0	17588098575.0	18400538859.0	18372173381.0	19618567250.0	20833948800.0	21566622850.0	22975415842.0	23900438564.0	24915522849.0	23662231634.0
98	Heavily indebted poor countries (HIPC)	176406000000.0	171488000000.0	184613000000.0	208996000000.0	240918000000.0	276870000000.0	326490000000.0	391470000000.0	465550000000.0	464073000000.0	504925000000.0	559477000000.0	579142000000.0	650021000000.0	687772000000.0	660138000000.0	668494000000.0	720194000000.0	768422000000.0	789832000000.0	797697000000.0
99	Croatia	21839780971.0	23273640257.0	27074550258.0	34985749883.0	41958833541.0	45780237257.0	50860788253.0	60542673503.0	70750646248.0	63084004705.0	60426018629.0	63169910822.0	57192346923.0	58889082315.0	58330289757.0	50163192883.0	52295158344.0	56214427431.0	62247874949.0	62246206341.0	57203783203.0
100	Haiti	6813577558.0	6331961555.0	6058134467.0	4826827577.0	6036959915.0	7184064657.0	7518107787.0	9522763154.0	10485225353.0	11597014807.0	11859315079.0	13008754111.0	13708926466.0	14902474091.0	15139264670.0	14833154472.0	13987693739.0	15035560373.0	16455034353.0	14785839383.0	14508218017.0
101	Hungary	47218405892.0	53749989092.0	67608919144.0	85302003908.0	104141000000.0	113237000000.0	115751000000.0	140228000000.0	158374000000.0	131114000000.0	132231000000.0	142000000000.0	128857000000.0	135733000000.0	141079000000.0	125210000000.0	128636000000.0	143136000000.0	160587000000.0	163526000000.0	155808000000.0
102	IBRD only	5850630000000.0	5922390000000.0	6012380000000.0	6759360000000.0	8057540000000.0	9634690000000.0	11421600000000.0	14191900000000.0	17033100000000.0	16524600000000.0	20069200000000.0	23696100000000.0	25189100000000.0	26606900000000.0	27504300000000.0	25777900000000.0	25985800000000.0	28680100000000.0	30478900000000.0	31184100000000.0	29900600000000.0
103	IDA & IBRD total	6385860000000.0	6460810000000.0	6589850000000.0	7401880000000.0	8813950000000.0	10519400000000.0	12476900000000.0	15427900000000.0	18509300000000.0	17986900000000.0	21735600000000.0	25368700000000.0	26954700000000.0	28527600000000.0	29559200000000.0	27795200000000.0	27944100000000.0	30704500000000.0	32623800000000.0	33422600000000.0	32139300000000.0
104	IDA total	535655000000.0	538783000000.0	578491000000.0	643576000000.0	757523000000.0	885740000000.0	1056640000000.0	1236580000000.0	1476740000000.0	1462900000000.0	1666850000000.0	1672510000000.0	1765430000000.0	1920730000000.0	2054960000000.0	2016490000000.0	1958090000000.0	2025490000000.0	2146130000000.0	2239340000000.0	2239420000000.0
105	IDA blend	206705000000.0	206387000000.0	228079000000.0	256458000000.0	312115000000.0	373174000000.0	466905000000.0	538453000000.0	639782000000.0	606747000000.0	709848000000.0	814198000000.0	900517000000.0	977961000000.0	1049230000000.0	1011430000000.0	942118000000.0	925119000000.0	966188000000.0	998391000000.0	961669000000.0
106	Indonesia	165021000000.0	160447000000.0	195661000000.0	234772000000.0	256837000000.0	285869000000.0	364571000000.0	432217000000.0	510229000000.0	539580000000.0	755094000000.0	892969000000.0	917870000000.0	912524000000.0	890815000000.0	860854000000.0	931877000000.0	1015620000000.0	1042270000000.0	1119090000000.0	1058420000000.0
107	IDA only	329946000000.0	333462000000.0	351287000000.0	388011000000.0	446160000000.0	513203000000.0	589855000000.0	698503000000.0	837509000000.0	856827000000.0	957678000000.0	858491000000.0	864900000000.0	942771000000.0	1005730000000.0	1005060000000.0	1015970000000.0	1100370000000.0	1179940000000.0	1240940000000.0	1278440000000.0
108	Isle of Man	1563667800.0	1659131244.0	1947332922.0	2328658228.0	2822358473.0	3032400000.0	3422651334.0	4466100440.0	5928420956.0	5487083658.0	5920177689.0	6566098382.0	6690725118.0	7000748788.0	7708834951.0	7085288006.0	6846691871.0	6979581725.0	7491969313.0	7315388052.0	NULL
109	India	468395000000.0	485441000000.0	514938000000.0	607699000000.0	709149000000.0	820382000000.0	940260000000.0	1216740000000.0	1198900000000.0	1341890000000.0	1675620000000.0	1823050000000.0	1827640000000.0	1856720000000.0	2039130000000.0	2103590000000.0	2294800000000.0	2651470000000.0	2701110000000.0	2870500000000.0	2660250000000.0
110	Not classified	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
111	Ireland	100208000000.0	109347000000.0	128596000000.0	164671000000.0	194372000000.0	211877000000.0	232181000000.0	270079000000.0	275447000000.0	236443000000.0	221876000000.0	238976000000.0	225497000000.0	238279000000.0	258970000000.0	291580000000.0	298928000000.0	335431000000.0	385042000000.0	399122000000.0	425889000000.0
112	Iran, Islamic Rep.	109592000000.0	126879000000.0	128627000000.0	153545000000.0	190043000000.0	226452000000.0	266299000000.0	349882000000.0	412336000000.0	416397000000.0	486808000000.0	580765000000.0	598868000000.0	460293000000.0	432687000000.0	384951000000.0	417984000000.0	445345000000.0	294357000000.0	258245000000.0	203471000000.0
113	Iraq	48364250944.0	36176430129.0	32928454672.0	21921569479.0	36627901762.0	49954890353.0	65140147197.0	88837055195.0	131614000000.0	111658000000.0	138517000000.0	185750000000.0	218002000000.0	234638000000.0	228416000000.0	166774000000.0	166602000000.0	187218000000.0	227367000000.0	235097000000.0	166757000000.0
114	Iceland	9025660362.0	8234846805.0	9318395055.0	11429333038.0	13825302536.0	16852963067.0	17465318552.0	21652505597.0	18074622987.0	13154414219.0	13751161918.0	15221622926.0	14751508134.0	16125060515.0	17867662178.0	17517210519.0	20793168031.0	24728285177.0	26267063758.0	24857740445.0	21718075725.0
115	Israel	132456000000.0	130816000000.0	121148000000.0	127047000000.0	135571000000.0	142657000000.0	154145000000.0	179162000000.0	216712000000.0	207953000000.0	234655000000.0	262294000000.0	258417000000.0	294167000000.0	310945000000.0	300078000000.0	319024000000.0	355277000000.0	373641000000.0	397935000000.0	407101000000.0
116	Italy	1146680000000.0	1168020000000.0	1276770000000.0	1577620000000.0	1806540000000.0	1858220000000.0	1949550000000.0	2213100000000.0	2408660000000.0	2199930000000.0	2136100000000.0	2294990000000.0	2086960000000.0	2141920000000.0	2162010000000.0	1836640000000.0	1877070000000.0	1961800000000.0	2091930000000.0	2009380000000.0	1888710000000.0
117	Jamaica	9005064475.0	9194717836.0	9719017926.0	9430230564.0	10174664854.0	11243868486.0	11930171468.0	12799593018.0	13709402085.0	12120460873.0	13220556883.0	14444655300.0	14807086889.0	14264202737.0	13899228824.0	14188935948.0	14077109397.0	14808989993.0	15730793853.0	15830768550.0	13812425037.0
118	Jordan	8460424401.0	8975689845.0	9582453032.0	10195660790.0	11411390409.0	12588665303.0	15056929760.0	17110587447.0	22657662393.0	24537876056.0	27133804225.0	29524149155.0	31634561690.0	34454440141.0	36847643521.0	38587017887.0	39892551127.0	41408960845.0	42932112676.0	44502895915.0	43697659296.0
119	Japan	4968360000000.0	4374710000000.0	4182850000000.0	4519560000000.0	4893120000000.0	4831470000000.0	4601660000000.0	4579750000000.0	5106680000000.0	5289490000000.0	5759070000000.0	6233150000000.0	6272360000000.0	5212330000000.0	4896990000000.0	4444930000000.0	5003680000000.0	4930840000000.0	5036890000000.0	5148780000000.0	5057760000000.0
120	Kazakhstan	18291994909.0	22152694162.0	24636593223.0	30833699703.0	43151647003.0	57123671734.0	81003884545.0	104850000000.0	133442000000.0	115309000000.0	148047000000.0	192627000000.0	207999000000.0	236635000000.0	221416000000.0	184388000000.0	137278000000.0	166806000000.0	179340000000.0	181667000000.0	171082000000.0
121	Kenya	12705357103.0	12986007426.0	13147743911.0	14904517650.0	16095337094.0	18737897745.0	25825524821.0	31958195182.0	35895153328.0	42347217913.0	45405587557.0	46869457318.0	56396706006.0	61671425370.0	68285768554.0	70120413329.0	74815121315.0	82035800868.0	92202956321.0	100555000000.0	101014000000.0
122	Kyrgyz Republic	1369688498.0	1525116370.0	1605643105.0	1919008090.0	2211534585.0	2460248026.0	2834168889.0	3802566171.0	5139957785.0	4690062255.0	4794357795.0	6197766119.0	6605139933.0	7335027592.0	7468096567.0	6678178340.0	6813092066.0	7702934800.0	8271108638.0	8871026074.0	7735976273.0
123	Cambodia	3654031716.0	3984000517.0	4284028483.0	4658246918.0	5337833248.0	6293046162.0	7274595707.0	8639235842.0	10351914093.0	10401851851.0	11242275199.0	12829541141.0	14054443213.0	15227991395.0	16702610842.0	18049954289.0	20016747754.0	22177200512.0	24571753583.0	27089389787.0	25808561551.0
124	Kiribati	67254174.4	63101272.37	72196457.68	90231856.8	102367039.3	112133944.3	110234939.8	132671743.0	141042610.3	132419902.0	156120439.3	181705153.6	190243432.8	185114059.6	179703165.4	171117816.7	178328984.1	187276124.8	200157020.6	188391770.6	197508774.3
125	St. Kitts and Nevis	421695769.8	458643829.0	481077373.7	469869869.9	506900000.0	547203703.7	644411111.1	689285185.2	751233333.3	747862963.0	760170370.4	817759259.3	800414814.8	839770370.4	916566666.7	923155555.6	1008888889.0	1060740741.0	1078518519.0	1164814815.0	980740740.7
126	Korea, Rep.	576178000000.0	547658000000.0	627246000000.0	702717000000.0	793175000000.0	934901000000.0	1053220000000.0	1172610000000.0	1047340000000.0	943942000000.0	1144070000000.0	1253220000000.0	1278430000000.0	1370800000000.0	1484320000000.0	1465770000000.0	1500110000000.0	1623900000000.0	1724850000000.0	1651420000000.0	1637900000000.0
127	Kuwait	37712842243.0	34887512227.0	38137545245.0	47876510067.0	59439090601.0	80798630137.0	101549000000.0	114640000000.0	147395000000.0	105963000000.0	115419000000.0	154068000000.0	174070000000.0	174161000000.0	162631000000.0	114567000000.0	109420000000.0	120707000000.0	138182000000.0	136197000000.0	105960000000.0
128	Latin America & Caribbean (excluding high income)	1980740000000.0	1926200000000.0	1733180000000.0	1772950000000.0	2023140000000.0	2448530000000.0	2860980000000.0	3381170000000.0	3912380000000.0	3636580000000.0	4547390000000.0	5310060000000.0	5288240000000.0	5431530000000.0	5460420000000.0	4652920000000.0	4527260000000.0	5047190000000.0	4905600000000.0	4849400000000.0	4035270000000.0
129	Lao PDR	1731198022.0	1768619058.0	1758176653.0	2023324407.0	2366398120.0	2735558726.0	3455031448.0	4223152219.0	5446434032.0	5836138127.0	7131773633.0	8750107402.0	10192848926.0	11983252611.0	13279248479.0	14426381187.0	15912495369.0	17071162084.0	18141651381.0	18897252233.0	19132635712.0
130	Lebanon	17260364842.0	17649751244.0	19152238806.0	20082918740.0	21159827992.0	21497336499.0	22022709852.0	24827355015.0	29118916106.0	35399582929.0	38443907042.0	39927125961.0	44035991893.0	46909335551.0	48133414840.0	50065946086.0	51389318291.0	53324800959.0	55276157552.0	51953744507.0	31735217785.0
131	Liberia	874000000.0	906000000.0	927000000.0	748000000.0	897000000.0	949000000.0	1119000000.0	1373000000.0	1726000000.0	1768000000.0	1998000000.0	2398000000.0	2791614000.0	3177198100.0	3225652000.0	3227075700.0	3398419600.0	3390703400.0	3422754800.0	3319596500.0	3201187800.0
132	Libya	38270206950.0	34110064452.0	20481889764.0	26265625000.0	33122307692.0	47334148578.0	54961936663.0	67516236338.0	87140405361.0	63028320702.0	74773444901.0	34699395524.0	81873662519.0	65502870174.0	41142722414.0	27842131480.0	26197143268.0	37883243650.0	52607888718.0	52091152228.0	25418916029.0
133	St. Lucia	932592592.6	892592592.6	900000000.0	987407407.4	1066666667.0	1135555556.0	1268319185.0	1336088815.0	1437731111.0	1401507889.0	1486758037.0	1576988407.0	1605146778.0	1664816741.0	1755130815.0	1808079889.0	1865513444.0	1996771444.0	2065127259.0	2118791556.0	1616772741.0
134	Latin America & Caribbean	2291890000000.0	2242580000000.0	2013410000000.0	2054270000000.0	2367830000000.0	2863240000000.0	3355800000000.0	3953550000000.0	4594260000000.0	4318350000000.0	5353330000000.0	6086930000000.0	6150390000000.0	6303270000000.0	6426940000000.0	5370990000000.0	5249210000000.0	5830530000000.0	5703880000000.0	5627260000000.0	4725520000000.0
135	Least developed countries: UN classification	217451000000.0	212481000000.0	230496000000.0	258336000000.0	298737000000.0	353182000000.0	409584000000.0	491681000000.0	599822000000.0	597365000000.0	673060000000.0	775487000000.0	814940000000.0	893130000000.0	962577000000.0	945449000000.0	935520000000.0	1024560000000.0	1062300000000.0	1106430000000.0	1113400000000.0
136	Low income	188438000000.0	188241000000.0	201796000000.0	220518000000.0	258685000000.0	308438000000.0	357591000000.0	430718000000.0	515891000000.0	521887000000.0	578209000000.0	403962000000.0	384448000000.0	395478000000.0	423854000000.0	418166000000.0	387204000000.0	409138000000.0	425615000000.0	448440000000.0	459730000000.0
137	Liechtenstein	2483953103.0	2491822707.0	2688630823.0	3070691320.0	3454362686.0	3659251526.0	4000239273.0	4601299567.0	5081432924.0	4504549214.0	5082366478.0	5739977477.0	5456009385.0	6391735894.0	6657170923.0	6268391521.0	6237264055.0	6474256119.0	6839145107.0	6684443550.0	NULL
138	Sri Lanka	16330814180.0	15749753805.0	16536535647.0	18881765437.0	20662525941.0	24405791045.0	28279814925.0	32350248411.0	40713812310.0	42066217872.0	56725749222.0	65292753005.0	68434409315.0	74317806538.0	79356449841.0	80604080689.0	82401038710.0	87428128124.0	87963042341.0	83990946939.0	80676681934.0
139	Lower middle income	1507450000000.0	1541060000000.0	1647510000000.0	1893050000000.0	2196010000000.0	2552250000000.0	3026900000000.0	3716620000000.0	4209780000000.0	4277000000000.0	5200810000000.0	5935840000000.0	6230150000000.0	6343690000000.0	6596910000000.0	6458590000000.0	6737460000000.0	7246520000000.0	7346920000000.0	7735770000000.0	7384770000000.0
140	Low & middle income	6002720000000.0	6060720000000.0	6217670000000.0	7008870000000.0	8324110000000.0	9917140000000.0	11767700000000.0	14559700000000.0	17426900000000.0	17009100000000.0	20604900000000.0	24227100000000.0	25771500000000.0	27317500000000.0	28239000000000.0	26797200000000.0	26945300000000.0	29595900000000.0	31412400000000.0	32220200000000.0	30993200000000.0
141	Lesotho	887295267.9	825706961.2	775780697.7	1157832935.0	1511236656.0	1682350935.0	1800105590.0	1682016947.0	1766825413.0	1740830511.0	2234731974.0	2579421686.0	2477702253.0	2367113170.0	2441053176.0	2359759799.0	2114323794.0	2306843529.0	2514146888.0	2366213069.0	1875227642.0
142	Late-demographic dividend	3402990000000.0	3517510000000.0	3728450000000.0	4247320000000.0	5106710000000.0	6163040000000.0	7438170000000.0	9371320000000.0	11649100000000.0	11257200000000.0	13510500000000.0	16462600000000.0	17609800000000.0	18979100000000.0	19702300000000.0	18473200000000.0	18520500000000.0	20552500000000.0	22532200000000.0	22958600000000.0	22433400000000.0
143	Lithuania	11524776867.0	12237388002.0	14259781159.0	18781721376.0	22627507452.0	26097677572.0	30183575104.0	39697891352.0	47797551588.0	37388122046.0	37128694028.0	43535051482.0	42927454291.0	46523420074.0	48533659592.0	41435533340.0	43047309306.0	47758736932.0	53750911866.0	54697379017.0	56546957475.0
144	Luxembourg	21230182989.0	21387533703.0	23649833332.0	29667268248.0	35064843793.0	37672280120.0	42910146296.0	51587401416.0	58844277702.0	54467289898.0	56213985987.0	61696281326.0	59776383527.0	65203276467.0	68804811898.0	60071584216.0	62216885436.0	65712180343.0	71285019397.0	70195715496.0	73353132794.0
145	Latvia	7958852839.0	8362398702.0	9557031605.0	11771975157.0	14435700533.0	17003459863.0	21570076499.0	31054350978.0	35854274229.0	26410909091.0	23956163077.0	27474380566.0	28169902669.0	30204783462.0	31386896487.0	27263090547.0	28083597512.0	30483806018.0	34429023435.0	34308783825.0	33707320816.0
146	Macao SAR, China	6774193548.0	6860272608.0	7371723056.0	8246521717.0	10643215078.0	12160002996.0	14874147024.0	18439876056.0	21027044551.0	21587740942.0	28241858489.0	36845925519.0	43189526778.0	51536304808.0	54903031138.0	45047964934.0	45070605746.0	50440941939.0	55284360483.0	55204758070.0	25586111076.0
147	St. Martin (French part)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
148	Morocco	38857251336.0	39459581217.0	42236836821.0	52064058834.0	59626020162.0	62343022651.0	68640825481.0	79041294874.0	92507257784.0	92897320376.0	93216746662.0	101370000000.0	98266306615.0	106826000000.0	110081000000.0	101180000000.0	103312000000.0	109683000000.0	118096000000.0	119870000000.0	114725000000.0
149	Monaco	2647885849.0	2718868306.0	2968987019.0	3601321065.0	4137913500.0	4203084194.0	4582988333.0	5867916781.0	6476490406.0	5451653237.0	5367625613.0	6088808463.0	5743029680.0	6555983530.0	7069616049.0	6261622101.0	6472990923.0	6431314957.0	7194024563.0	7383745662.0	6816219303.0
150	Moldova	1288429392.0	1480673594.0	1661818168.0	1980907435.0	2598249556.0	2988348836.0	3408244549.0	4401189466.0	6054849885.0	5439422031.0	6974960345.0	8414360656.0	8709165249.0	9496684701.0	9510219299.0	7745231660.0	8071480541.0	9669759987.0	11456728401.0	11970233940.0	11915547263.0
151	Madagascar	4629247091.0	5438332738.0	5351701534.0	6372498720.0	5064732716.0	5859269849.0	6395712392.0	8524620739.0	10725137931.0	9616879571.0	9982711338.0	11551819618.0	11578974888.0	12423555269.0	12522957228.0	11323020829.0	11848613735.0	13176313594.0	13760033097.0	14104664515.0	13056079982.0
152	Maldives	624337145.3	870030468.6	897031250.0	1052121055.0	1226829563.0	1163362438.0	1575200391.0	1868383461.0	2271646188.0	2345294875.0	2588176055.0	2774351760.0	2886170572.0	3295011382.0	3697351597.0	4109424800.0	4379136462.0	4754175869.0	5300962660.0	5607762625.0	3742769967.0
153	Middle East & North Africa	1046430000000.0	1041160000000.0	1035740000000.0	1148510000000.0	1356620000000.0	1632560000000.0	1908020000000.0	2259020000000.0	2817720000000.0	2546940000000.0	2972460000000.0	3287580000000.0	3557450000000.0	3508650000000.0	3524660000000.0	3095510000000.0	3105140000000.0	3225520000000.0	3368280000000.0	3406150000000.0	3035580000000.0
154	Mexico	707907000000.0	756706000000.0	772106000000.0	729336000000.0	782241000000.0	877476000000.0	975387000000.0	1052700000000.0	1109990000000.0	900045000000.0	1057800000000.0	1180490000000.0	1201090000000.0	1274440000000.0	1315350000000.0	1171870000000.0	1078490000000.0	1158910000000.0	1222410000000.0	1269430000000.0	1073920000000.0
155	Marshall Islands	115347500.0	122824000.0	131738200.0	131398500.0	132440200.0	136559500.0	141515800.0	148346700.0	151898900.0	149769600.0	160407100.0	172188500.0	180436300.0	184840400.0	182142800.0	183814300.0	201510900.0	213204100.0	221588900.0	239462200.0	244462400.0
156	Middle income	5819850000000.0	5877900000000.0	6022310000000.0	6795050000000.0	8073110000000.0	9617880000000.0	11420400000000.0	14140700000000.0	16925000000000.0	16501800000000.0	20041600000000.0	23826000000000.0	25387800000000.0	26922100000000.0	27815800000000.0	26380400000000.0	26558000000000.0	29186000000000.0	30985600000000.0	31771100000000.0	30535300000000.0
157	North Macedonia	3772857145.0	3709637830.0	4018365247.0	4946292775.0	5682788267.0	6258600714.0	6861222332.0	8336478142.0	9909548411.0	9401731496.0	9407168702.0	10494632699.0	9745251126.0	10817712139.0	11362272838.0	10064515432.0	10672471861.0	11307058382.0	12683070061.0	12606338449.0	12263710123.0
158	Mali	2961476518.0	3468327017.0	3908139487.0	4714051055.0	5454228771.0	6247496491.0	6905876385.0	8156532186.0	9838404005.0	10232036863.0	10689167195.0	12995113407.0	12442036265.0	13242691430.0	14364937997.0	13104764334.0	14026048691.0	15365714371.0	17070866299.0	17280251194.0	17465392916.0
159	Malta	4069515579.0	4088368978.0	4470446391.0	5448415500.0	6098092551.0	6416184181.0	6778324050.0	7925371475.0	9090406767.0	8696366907.0	9035932122.0	9638916481.0	9462238211.0	10551661177.0	11626281387.0	11091434484.0	11721521913.0	13221298308.0	14864712990.0	15215714309.0	14647384608.0
160	Myanmar	6849321646.0	6220271055.0	6110633154.0	7754647428.0	9390855298.0	10588433069.0	11863016315.0	15591182545.0	23013015832.0	29455165595.0	37796052939.0	54118601975.0	58318677645.0	60572254371.0	63264891867.0	63045306514.0	60291738935.0	61449391917.0	67144726168.0	68697761477.0	79852046611.0
161	Middle East & North Africa (excluding high income)	532014000000.0	537955000000.0	523457000000.0	571742000000.0	679294000000.0	802027000000.0	929931000000.0	1139890000000.0	1407370000000.0	1372560000000.0	1579520000000.0	1565630000000.0	1699940000000.0	1571820000000.0	1547660000000.0	1385870000000.0	1403900000000.0	1384690000000.0	1320220000000.0	1343540000000.0	1195750000000.0
162	Montenegro	984297589.4	1159869246.0	1284685051.0	1707710053.0	2073234418.0	2257174481.0	2721903149.0	3680711744.0	4545674528.0	4159330370.0	4143033276.0	4544516982.0	4087725813.0	4464260489.0	4587928884.0	4052913386.0	4374128319.0	4844592067.0	5504166667.0	5542674317.0	4769860741.0
163	Mongolia	1136896124.0	1267997934.0	1396555720.0	1595297356.0	1992066808.0	2523471532.0	3414055566.0	4234999823.0	5623216449.0	4583850368.0	7189481824.0	10409797649.0	12292770631.0	12582122604.0	12226514722.0	11619892396.0	11181350461.0	11480847745.0	13178094459.0	14206359007.0	13312981595.0
164	Northern Mariana Islands	NULL	NULL	1284000000.0	1239000000.0	1210000000.0	1061000000.0	990000000.0	938000000.0	939000000.0	795000000.0	799000000.0	729000000.0	746000000.0	772000000.0	832000000.0	910000000.0	1230000000.0	1560000000.0	1302000000.0	1182000000.0	NULL
165	Mozambique	5656473652.0	5398568544.0	5677003239.0	6303391144.0	7631120533.0	8542070110.0	9176889070.0	10450843291.0	12556195189.0	11914471497.0	11104648673.0	14381552433.0	16350804543.0	16974320551.0	17716084108.0	15950969019.0	11936999283.0	13219084261.0	14845870051.0	15384701798.0	14019446610.0
166	Mauritania	1779523344.0	1746064719.0	1777058593.0	2051147607.0	2362501023.0	2936019526.0	3919577286.0	4346206809.0	5206444407.0	4714592493.0	5628882266.0	6764635687.0	6728208836.0	7223063170.0	6592537782.0	6166857629.0	6398744505.0	6799075419.0	7354430040.0	7889662452.0	7913680231.0
167	Mauritius	4663313620.0	4613630623.0	4841310240.0	5816553827.0	6578844486.0	6488750453.0	7028803366.0	8150138757.0	9990370016.0	9128843109.0	10003670690.0	11518393367.0	11668685524.0	12129642296.0	12803445934.0	11692287066.0	12232463656.0	13259351418.0	14181951059.0	14045808843.0	10920606198.0
168	Malawi	1743506531.0	1716502862.0	3495748398.0	3208837077.0	3476094499.0	3655909664.0	3998020177.0	4432937046.0	5321012192.0	6191127665.0	6959655571.0	8004000737.0	6028487929.0	5518880769.0	6047813437.0	6373212641.0	5433040160.0	8943543677.0	9880675786.0	11025357838.0	12182348213.0
169	Malaysia	93789736842.0	92783947368.0	100846000000.0	110202000000.0	124749000000.0	143534000000.0	162691000000.0	193548000000.0	230814000000.0	202258000000.0	255017000000.0	297952000000.0	314443000000.0	323277000000.0	338062000000.0	301355000000.0	301255000000.0	319112000000.0	358792000000.0	365276000000.0	337006000000.0
170	North America	11000600000000.0	11324500000000.0	11701000000000.0	12358000000000.0	13244900000000.0	14214600000000.0	15140000000000.0	15927400000000.0	16272800000000.0	15830200000000.0	16616000000000.0	17342200000000.0	18031800000000.0	18637900000000.0	19339300000000.0	19801500000000.0	20280000000000.0	21199400000000.0	22344400000000.0	23182700000000.0	22605300000000.0
171	Namibia	3922247990.0	3557333364.0	3349184760.0	4926471294.0	6609198833.0	7248394160.0	8001779551.0	8839526452.0	8607475308.0	8938868165.0	11431334447.0	12523402329.0	13042007432.0	12043276397.0	12435416060.0	11335179562.0	10721994677.0	12895153160.0	13682062249.0	12496781720.0	10619194505.0
172	New Caledonia	3420032042.0	3297734886.0	3740056751.0	4915353825.0	5895008985.0	6238629462.0	6979155409.0	8819917187.0	9067619729.0	8704438061.0	9364350065.0	10351448025.0	9659151909.0	10151382877.0	10635035550.0	8738203042.0	8724568971.0	9173670000.0	9846920284.0	9438127994.0	NULL
