	Country Name	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
173	Niger	2241753120.0	2448714681.0	2782192987.0	3394084885.0	3760443966.0	4383315657.0	4756361480.0	5731485267.0	7297600897.0	7352131669.0	7851191899.0	8772951262.0	9426913349.0	10224897935.0	10862944204.0	9683867894.0	10398862245.0	11185102400.0	12808660528.0	12916455161.0	13741378450.0
174	Nigeria	69448756933.0	74030364472.0	95385819321.0	104912000000.0	136386000000.0	176134000000.0	236104000000.0	275626000000.0	339476000000.0	295009000000.0	361457000000.0	404994000000.0	455502000000.0	508693000000.0	546676000000.0	486803000000.0	404650000000.0	375746000000.0	397190000000.0	448120000000.0	432294000000.0
175	Nicaragua	5107329007.0	5323146566.0	5224213018.0	5322454926.0	5795568205.0	6321335612.0	6763418646.0	7423421958.0	8496946608.0	8298679909.0	8758592272.0	9774262742.0	10532006608.0	10982979274.0	11880434071.0	12756706583.0	13286083645.0	13785876629.0	13025239912.0	12611218627.0	12621505383.0
176	Netherlands	417479000000.0	431587000000.0	473862000000.0	580070000000.0	658380000000.0	685348000000.0	733955000000.0	848559000000.0	951870000000.0	871519000000.0	847381000000.0	905271000000.0	838923000000.0	877173000000.0	892168000000.0	765573000000.0	784060000000.0	833870000000.0	914043000000.0	910194000000.0	913865000000.0
177	Norway	171247000000.0	173972000000.0	195524000000.0	228859000000.0	264512000000.0	308884000000.0	345581000000.0	400937000000.0	462250000000.0	386190000000.0	428757000000.0	498283000000.0	509506000000.0	522762000000.0	498410000000.0	385802000000.0	368827000000.0	398394000000.0	437000000000.0	404941000000.0	362198000000.0
178	Nepal	5494252208.0	6007055042.0	6050875807.0	6330473097.0	7273938315.0	8130258041.0	9043715356.0	10325618017.0	12545438605.0	12854985464.0	16002656434.0	21621710003.0	21703106502.0	22162208956.0	22731602970.0	24360795410.0	24524098184.0	28971589213.0	33111525183.0	34186180695.0	33657175561.0
179	Nauru	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	47564520.39	66055407.67	96927201.48	98491843.64	104654365.2	86529661.37	99723394.96	109359680.2	124021393.7	118724073.8	114626625.6
180	New Zealand	52623281957.0	53872425917.0	66627729311.0	88250885550.0	103905000000.0	114720000000.0	111539000000.0	137189000000.0	133131000000.0	121374000000.0	146518000000.0	168291000000.0	176207000000.0	190907000000.0	201313000000.0	178064000000.0	188943000000.0	206951000000.0	212226000000.0	212891000000.0	210701000000.0
181	OECD members	27629200000000.0	27365400000000.0	28564400000000.0	31948600000000.0	35564600000000.0	37604000000000.0	39677300000000.0	43423700000000.0	46068600000000.0	43122500000000.0	45201400000000.0	48628500000000.0	48579400000000.0	49234400000000.0	50281700000000.0	47468600000000.0	48406100000000.0	50532800000000.0	53475700000000.0	53983100000000.0	52392700000000.0
182	Oman	19507452536.0	19452000520.0	20142756047.0	21633708192.0	24763712874.0	31081991678.0	37215779714.0	42085379454.0	60905452536.0	48388363589.0	64993498049.0	77497529259.0	87408842653.0	89936020806.0	92699089727.0	78710793238.0	75128738622.0	80856697009.0	91505851756.0	88060858257.0	73971391417.0
183	Other small states	91409484062.0	90943070776.0	98114311646.0	122146000000.0	151573000000.0	183627000000.0	215786000000.0	264056000000.0	323027000000.0	277199000000.0	322471000000.0	396966000000.0	414203000000.0	432288000000.0	446234000000.0	369953000000.0	365887000000.0	398078000000.0	441564000000.0	432772000000.0	375853000000.0
184	Pakistan	82017743416.0	79484403985.0	79904985385.0	91760542940.0	107760000000.0	120055000000.0	137264000000.0	152386000000.0	170078000000.0	168153000000.0	177166000000.0	213587000000.0	224384000000.0	231219000000.0	244361000000.0	270556000000.0	278655000000.0	304567000000.0	314568000000.0	279057000000.0	262610000000.0
185	Panama	12304115000.0	12502013400.0	12994310400.0	13693981200.0	15013381700.0	16374393900.0	18141666300.0	21295984230.0	25155888616.0	27116635565.0	29440287581.0	34686224301.0	40429734384.0	45599994005.0	49921464365.0	54091713776.0	57907695409.0	62202725204.0	64929409212.0	66984427150.0	53977036995.0
186	Peru	51744749133.0	52030158775.0	54777553515.0	58731030122.0	66768703498.0	76060606061.0	88643193062.0	102171000000.0	120551000000.0	120823000000.0	147529000000.0	171762000000.0	192649000000.0	201175000000.0	200789000000.0	189805000000.0	191896000000.0	211007000000.0	222575000000.0	228471000000.0	202014000000.0
187	Philippines	83669693589.0	78921234457.0	84307291974.0	87039145965.0	95002028505.0	107420000000.0	127653000000.0	155980000000.0	181625000000.0	175975000000.0	208369000000.0	234217000000.0	261921000000.0	283903000000.0	297483000000.0	306446000000.0	318627000000.0	328481000000.0	346842000000.0	376823000000.0	361489000000.0
188	Palau	146297500.0	156907900.0	163184900.0	153963200.0	165186200.0	190452900.0	192382400.0	198897700.0	198283900.0	187522800.0	185943000.0	196911100.0	212397800.0	221117200.0	241669800.0	280457700.0	298300000.0	285300000.0	284700000.0	274200000.0	257700000.0
189	Papua New Guinea	3521339699.0	3081024212.0	2999511040.0	3536411824.0	3927157867.0	4865892972.0	8355006707.0	9545177014.0	11670840932.0	11619637799.0	14250755231.0	17984910502.0	21295659244.0	21261432791.0	23210682538.0	21723531173.0	20759069103.0	22742613554.0	24109509853.0	24751344552.0	24668899683.0
190	Poland	172219000000.0	190905000000.0	199072000000.0	217827000000.0	255110000000.0	306144000000.0	344622000000.0	429029000000.0	533609000000.0	439738000000.0	479834000000.0	528301000000.0	498524000000.0	521016000000.0	542477000000.0	477812000000.0	472630000000.0	526509000000.0	587412000000.0	597281000000.0	596624000000.0
191	Pre-demographic dividend	277551000000.0	265240000000.0	304065000000.0	330400000000.0	412506000000.0	514920000000.0	647728000000.0	784336000000.0	982331000000.0	891723000000.0	1037780000000.0	1199640000000.0	1306390000000.0	1435830000000.0	1511290000000.0	1318250000000.0	1205550000000.0	1258670000000.0	1344630000000.0	1407740000000.0	1293150000000.0
192	Puerto Rico	61701800000.0	69208400000.0	71623500000.0	74827400000.0	80322313000.0	83914521300.0	87276164400.0	89524131600.0	93639300000.0	96385600000.0	98381300000.0	100352000000.0	101565000000.0	102450000000.0	102446000000.0	103376000000.0	104337000000.0	103446000000.0	100925000000.0	104915000000.0	103138000000.0
193	Korea, Dem. People's Rep.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
194	Portugal	118605000000.0	121604000000.0	134796000000.0	165226000000.0	189382000000.0	197254000000.0	208756000000.0	240496000000.0	263416000000.0	244668000000.0	238113000000.0	245118000000.0	216224000000.0	226434000000.0	229902000000.0	199394000000.0	206426000000.0	221358000000.0	242313000000.0	239987000000.0	228539000000.0
195	Paraguay	8855705140.0	8495806432.0	7196260657.0	7691367471.0	9624440836.0	10737500188.0	13429430050.0	17856270473.0	24616537618.0	22355601273.0	27237782850.0	33756238767.0	33296438306.0	38651334288.0	40377987209.0	36211372703.0	36089550659.0	38997129474.0	40225448341.0	37906944075.0	35670301496.0
196	West Bank and Gaza	4313600000.0	4003700000.0	3555800000.0	3968000000.0	4603100000.0	5125700000.0	5348300000.0	5815700000.0	7310400000.0	8085700000.0	9681500000.0	11186100000.0	12208400000.0	13515500000.0	13989700000.0	13972400000.0	15405400000.0	16128000000.0	16276600000.0	17133500000.0	15561300000.0
197	Pacific island small states	3444921970.0	3395627477.0	3564053883.0	4178053089.0	4818328915.0	5329582224.0	5613654073.0	6192507725.0	6609313729.0	5916221065.0	6566818383.0	7713181064.0	8186804963.0	8498136739.0	9226234551.0	9019345254.0	9456355296.0	10212037558.0	10656209173.0	10641343380.0	9530487872.0
198	Post-demographic dividend	26396300000000.0	26137700000000.0	27274400000000.0	30574800000000.0	33967700000000.0	35741900000000.0	37616800000000.0	41041200000000.0	43433800000000.0	40916300000000.0	42641900000000.0	45804100000000.0	45736100000000.0	46194500000000.0	47150100000000.0	44644100000000.0	45670900000000.0	47622600000000.0	50492100000000.0	50983800000000.0	49594500000000.0
199	French Polynesia	3447543203.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
200	Qatar	17759890110.0	17538461538.0	19363736264.0	23533791209.0	31734065934.0	44530494505.0	60882142857.0	79712087912.0	115270000000.0	97798351648.0	125122000000.0	167775000000.0	186834000000.0	198728000000.0	206225000000.0	161740000000.0	151732000000.0	161099000000.0	183335000000.0	176371000000.0	144411000000.0
201	Romania	37253259017.0	40394824679.0	46066101951.0	57806506024.0	74972669057.0	98452791983.0	122023000000.0	174585000000.0	214314000000.0	174104000000.0	166309000000.0	183327000000.0	170636000000.0	190801000000.0	199959000000.0	177729000000.0	188129000000.0	211695000000.0	241457000000.0	249882000000.0	248716000000.0
202	Russian Federation	259710000000.0	306602000000.0	345470000000.0	430348000000.0	591017000000.0	764017000000.0	989931000000.0	1299710000000.0	1660850000000.0	1222640000000.0	1524920000000.0	2045930000000.0	2208300000000.0	2292470000000.0	2059240000000.0	1363480000000.0	1276790000000.0	1574200000000.0	1657330000000.0	1687450000000.0	1483500000000.0
203	Rwanda	2067528500.0	1965444515.0	1964779921.0	2137093489.0	2375281627.0	2932213575.0	3317951468.0	4068065929.0	5177015141.0	5671332138.0	6121234529.0	6881038270.0	7650300320.0	7815599503.0	8241332517.0	8539048448.0	8690485823.0	9253098954.0	9640280084.0	10355974217.0	10333991456.0
204	South Asia	630429000000.0	645870000000.0	677627000000.0	791003000000.0	917089000000.0	1050590000000.0	1196090000000.0	1504190000000.0	1527470000000.0	1683430000000.0	2060780000000.0	2274550000000.0	2300090000000.0	2359610000000.0	2584560000000.0	2699430000000.0	2926450000000.0	3348110000000.0	3436590000000.0	3597250000000.0	3386420000000.0
205	Saudi Arabia	189515000000.0	184137000000.0	189606000000.0	215808000000.0	258742000000.0	328460000000.0	376900000000.0	415965000000.0	519797000000.0	429098000000.0	528207000000.0	671239000000.0	735975000000.0	746647000000.0	756350000000.0	654270000000.0	644936000000.0	688586000000.0	786522000000.0	792967000000.0	700118000000.0
206	Sudan	12257418326.0	15716489370.0	18136839087.0	21355576673.0	26645490675.0	35182105414.0	45264519503.0	59440139775.0	64831935604.0	51621044077.0	58962978034.0	55018567211.0	37632919967.0	43024018082.0	49516748618.0	51726758677.0	42630376000.0	41283617976.0	30964349685.0	26155799325.0	21329109522.0
207	Senegal	6013184809.0	6507824767.0	7006402592.0	8768721956.0	10076817278.0	11009032665.0	11697918803.0	13994218939.0	16853991177.0	16145868285.0	16121314671.0	17814284622.0	17660871726.0	18918668644.0	19797254643.0	17774766636.0	19040312815.0	20996564752.0	23116699808.0	23306213742.0	24644234595.0
208	Singapore	96074477958.0	89794943350.0	92537752709.0	97645448284.0	115035000000.0	127808000000.0	148630000000.0	180942000000.0	193612000000.0	194152000000.0	239809000000.0	279351000000.0	295087000000.0	307576000000.0	314851000000.0	308004000000.0	318764000000.0	343338000000.0	375982000000.0	374386000000.0	339998000000.0
209	Solomon Islands	419933580.9	409435392.2	346431958.3	352522682.2	397611126.7	476898763.6	538668769.3	620230005.2	699157191.0	735940409.7	846797693.6	1049952233.0	1190994127.0	1284698922.0	1335538893.0	1307061544.0	1378551118.0	1483758907.0	1574599183.0	1570093229.0	1545888426.0
210	Sierra Leone	635874002.2	1090467712.0	1253340520.0	1385810072.0	1448536631.0	1650494367.0	1885112202.0	2158496873.0	2505458705.0	2453899847.0	2578026297.0	2942546781.0	3801862611.0	4920343195.0	5015157816.0	4218723875.0	3674794530.0	3719369107.0	4085114794.0	4076578543.0	4063289450.0
211	El Salvador	11784927700.0	12282533600.0	12664190300.0	13243892200.0	13724810900.0	14698000000.0	15999890000.0	17011750000.0	17986890000.0	17601620000.0	18447920000.0	20283780000.0	21386150000.0	21990960000.0	22593470000.0	23438240000.0	24191430000.0	24979190000.0	26020850000.0	26896660000.0	24638720000.0
212	San Marino	1005159388.0	1077413479.0	1168269231.0	1464326161.0	1723750000.0	1785847531.0	1908167106.0	2185874624.0	2393437820.0	2056126702.0	1881214371.0	1813752784.0	1604779648.0	1678841812.0	1673973695.0	1419394771.0	1468377272.0	1528630707.0	1655300873.0	1616369646.0	NULL
213	Somalia	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	4574495667.0	5021956321.0	5331761394.0	5529873480.0	5609000000.0	5850677296.0	6476674592.0	6965285325.0
214	Serbia	6875845987.0	12960538724.0	17120906918.0	22482365322.0	26141968161.0	27683225959.0	32482070360.0	43170990616.0	52194221469.0	45162894381.0	41819468692.0	49258136129.0	43309252921.0	48394239475.0	47062206678.0	39655958843.0	40692643373.0	44179055280.0	50640650221.0	51514222382.0	53335016425.0
215	Sub-Saharan Africa (excluding high income)	422469000000.0	405357000000.0	440595000000.0	555478000000.0	690688000000.0	820416000000.0	967220000000.0	1120940000000.0	1273720000000.0	1218450000000.0	1437690000000.0	1612940000000.0	1676820000000.0	1783700000000.0	1848430000000.0	1679280000000.0	1562470000000.0	1667570000000.0	1753000000000.0	1802900000000.0	1704320000000.0
216	South Sudan	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	14586253383.0	12231264525.0	14602072411.0	14907308933.0	11931472169.0	18426469017.0	13962212847.0	11997800760.0	NULL	NULL	NULL	NULL	NULL
217	Sub-Saharan Africa	423088000000.0	405983000000.0	441298000000.0	556188000000.0	691532000000.0	821339000000.0	968241000000.0	1121980000000.0	1274690000000.0	1219300000000.0	1438660000000.0	1614000000000.0	1677880000000.0	1785030000000.0	1849770000000.0	1680660000000.0	1563900000000.0	1669100000000.0	1754540000000.0	1804480000000.0	1705380000000.0
218	Small states	129063000000.0	129579000000.0	138660000000.0	165859000000.0	199640000000.0	237866000000.0	277064000000.0	332119000000.0	399977000000.0	342525000000.0	393562000000.0	474347000000.0	494441000000.0	514131000000.0	529931000000.0	452216000000.0	444942000000.0	479984000000.0	527533000000.0	519587000000.0	451424000000.0
219	Sao Tome and Principe	NULL	75951210.69	85171308.17	102085583.5	114582561.6	136450274.7	142775597.3	149146423.1	188021190.6	187820464.6	196652514.3	231489270.1	250680845.7	300554483.6	346528329.2	316066072.3	345495615.0	375614126.2	412253809.7	427425039.7	472914469.9
220	Suriname	947671969.7	834279357.8	1093574468.0	1274190311.0	1484092538.0	1793388732.0	2626380435.0	2936612022.0	3532969035.0	3875409836.0	4368398048.0	4422276622.0	4980000000.0	5145757576.0	5240606061.0	5126291451.0	3317438911.0	3591623596.0	3996247906.0	3984483762.0	2884248048.0
221	Slovak Republic	29242558797.0	30778781607.0	35297794386.0	46919965224.0	57437444469.0	62808723477.0	70767338922.0	86563986799.0	100880000000.0	89399303222.0	90801178162.0	99492917849.0	94253181330.0	98569320343.0	101089000000.0	88636928905.0	89674927723.0	95393515078.0	105613000000.0	105284000000.0	105173000000.0
222	Slovenia	20289627637.0	20876309970.0	23489890274.0	29634713641.0	34414784504.0	36206395971.0	39481045038.0	48067401207.0	55779427740.0	50567734886.0	48208240226.0	51583869785.0	46577793184.0	48415657265.0	49997186439.0	43107506024.0	44766722791.0	48589100043.0	54163591695.0	54178877606.0	53589609581.0
223	Sweden	262835000000.0	242396000000.0	266849000000.0	334337000000.0	385118000000.0	392218000000.0	423093000000.0	491253000000.0	517706000000.0	436537000000.0	495813000000.0	574094000000.0	552484000000.0	586842000000.0	581964000000.0	505104000000.0	515655000000.0	541019000000.0	555455000000.0	533880000000.0	541220000000.0
224	Eswatini	1738100853.0	1542477309.0	1432228125.0	2197612701.0	2770082792.0	3178126492.0	3291353836.0	3469363996.0	3294093485.0	3580417067.0	4438778424.0	4820499924.0	4886533033.0	4597532030.0	4422968340.0	4063245671.0	3816022047.0	4402969226.0	4665420239.0	4495679481.0	3972728948.0
225	Sint Maarten (Dutch part)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	936089385.5	985865921.8	1022905028.0	1245251397.0	1253072626.0	1263687151.0	1191620112.0	1185474860.0	NULL	NULL
226	Seychelles	614879764.8	622262057.2	697518248.2	705704816.0	839319927.3	919103254.5	1016418229.0	1033561654.0	967199594.0	847397850.1	969936525.3	1065826670.0	1060226126.0	1328157609.0	1343007845.0	1377495054.0	1426651769.0	1528242026.0	1547690759.0	1582841059.0	1059886364.0
227	Syrian Arab Republic	80590022272.0	86771314031.0	90558485523.0	95693808463.0	112863000000.0	134204000000.0	153800000000.0	180030000000.0	218090000000.0	224562000000.0	252518000000.0	64315437939.0	42807315976.0	20345458471.0	21239000398.0	16492072144.0	12356980639.0	16112991412.0	21490335086.0	22777882165.0	NULL
228	Turks and Caicos Islands	NULL	358744800.0	366707910.0	409753640.0	485598810.0	578645760.0	721891470.0	773489740.0	862683630.0	703175750.0	686787810.0	728789570.0	727161000.0	754238000.0	841070000.0	942070000.0	1032452000.0	1022365000.0	1113178000.0	1197415000.0	924583000.0
229	Chad	1388506727.0	1710843361.0	1997005787.0	2742815195.0	4422855929.0	6649307057.0	7428701809.0	8650138069.0	10393834721.0	9290728773.0	10668102735.0	12172309523.0	12367363678.0	12953535496.0	13940768066.0	10950392220.0	10097778354.0	10000395242.0	11239167048.0	11314951343.0	10829076802.0
230	East Asia & Pacific (IDA & IBRD countries)	1732080000000.0	1844710000000.0	2041300000000.0	2308360000000.0	2678510000000.0	3102520000000.0	3735590000000.0	4721400000000.0	5970840000000.0	6475780000000.0	7847740000000.0	9595850000000.0	10705300000000.0	11813200000000.0	12734900000000.0	13264200000000.0	13542900000000.0	14800500000000.0	16553900000000.0	17113600000000.0	17426700000000.0
231	Europe & Central Asia (IDA & IBRD countries)	894261000000.0	909749000000.0	1023020000000.0	1257920000000.0	1628130000000.0	2040040000000.0	2467590000000.0	3173620000000.0	3929050000000.0	3114720000000.0	3659630000000.0	4444800000000.0	4641050000000.0	4920930000000.0	4646590000000.0	3627110000000.0	3490780000000.0	3912600000000.0	4073650000000.0	4153450000000.0	3876730000000.0
232	Togo	1491891108.0	1482437752.0	1706698099.0	2115836353.0	2259992642.0	2281482855.0	2351584608.0	2662612348.0	3323677130.0	3379258565.0	3429461495.0	3872459250.0	3873308389.0	4321655656.0	4574986537.0	4180866177.0	6031632168.0	6395472574.0	7112200725.0	7220395248.0	7574636979.0
233	Thailand	126392000000.0	120296000000.0	134301000000.0	152281000000.0	172896000000.0	189319000000.0	221758000000.0	262942000000.0	291383000000.0	281710000000.0	341105000000.0	370819000000.0	397558000000.0	420333000000.0	407339000000.0	401296000000.0	413366000000.0	456357000000.0	506611000000.0	544264000000.0	501644000000.0
234	Tajikistan	860521119.3	1080768907.0	1221120799.0	1555301496.0	2076182461.0	2312327536.0	2830220713.0	3719506173.0	5161337336.0	4979481980.0	5642178580.0	6522732203.0	7633049792.0	8448469838.0	9112544556.0	8271454301.0	6992393787.0	7536439875.0	7765014424.0	8300784857.0	8194150302.0
235	Turkmenistan	2904662605.0	3534803922.0	4461978499.0	5977560877.0	6838351088.0	8103901996.0	10276674365.0	12664165103.0	19271523179.0	20214385965.0	22583157895.0	29233333333.0	35164210526.0	39197543860.0	43524210526.0	35799714286.0	36169428571.0	37926285714.0	40765428571.0	45231428571.0	NULL
236	Latin America & the Caribbean (IDA & IBRD countries)	2177400000000.0	2119380000000.0	1886130000000.0	1920990000000.0	2224990000000.0	2709270000000.0	3186250000000.0	3773590000000.0	4407520000000.0	4129490000000.0	5159150000000.0	5885160000000.0	5942530000000.0	6090590000000.0	6209690000000.0	5142580000000.0	5014500000000.0	5590910000000.0	5462070000000.0	5376510000000.0	4478210000000.0
237	Timor-Leste	367087900.0	477443500.0	469506700.0	490439100.0	440764600.0	462283600.0	453805100.0	542795400.0	648492700.0	726882400.0	881827800.0	1042411500.0	1160389500.0	1395519600.0	1447307100.0	1594410900.0	1650618500.0	1615609700.0	1583876200.0	2047931700.0	1902156800.0
238	Middle East & North Africa (IDA & IBRD countries)	527700000000.0	533951000000.0	519902000000.0	567774000000.0	674691000000.0	796901000000.0	924583000000.0	1134070000000.0	1400050000000.0	1364470000000.0	1569840000000.0	1554440000000.0	1687730000000.0	1558300000000.0	1533670000000.0	1371890000000.0	1388490000000.0	1368560000000.0	1303940000000.0	1326400000000.0	1180180000000.0
239	Tonga	204849612.6	181116952.8	182763693.9	202246959.7	230657965.5	261797606.1	292232117.1	298513956.2	344428609.0	312377379.3	366840012.4	414523388.5	470714083.4	450643615.2	439878828.0	437006227.2	420540178.6	460379145.0	489235527.4	512350059.4	488829964.1
240	South Asia (IDA & IBRD)	630429000000.0	645870000000.0	677627000000.0	791003000000.0	917089000000.0	1050590000000.0	1196090000000.0	1504190000000.0	1527470000000.0	1683430000000.0	2060780000000.0	2274550000000.0	2300090000000.0	2359610000000.0	2584560000000.0	2699430000000.0	2926450000000.0	3348110000000.0	3436590000000.0	3597250000000.0	3386420000000.0
241	Sub-Saharan Africa (IDA & IBRD countries)	423088000000.0	405983000000.0	441298000000.0	556188000000.0	691532000000.0	821339000000.0	968241000000.0	1121980000000.0	1274690000000.0	1219300000000.0	1438660000000.0	1614000000000.0	1677880000000.0	1785030000000.0	1849770000000.0	1680660000000.0	1563900000000.0	1669100000000.0	1754540000000.0	1804480000000.0	1705380000000.0
242	Trinidad and Tobago	8154338233.0	8824873259.0	9008273721.0	11305459802.0	13280275123.0	15982282462.0	18369361094.0	21641620050.0	27871587350.0	19172165226.0	22157948396.0	25433011405.0	25763220107.0	27268478565.0	27615843098.0	24959858249.0	22386264807.0	22385426654.0	23679919655.0	23208326548.0	21588037505.0
243	Tunisia	21473261837.0	22066031834.0	23142153760.0	27453007373.0	31183059012.0	32273007554.0	34377310293.0	38914078352.0	44860969077.0	43454935940.0	46206331261.0	48122838145.0	47311196335.0	48683848564.0	50271342086.0	45780069047.0	44360775649.0	42163974956.0	42570270107.0	41804581484.0	41620349986.0
244	Turkey	274303000000.0	201751000000.0	240253000000.0	314592000000.0	408876000000.0	506308000000.0	557058000000.0	681337000000.0	770462000000.0	649273000000.0	776993000000.0	838763000000.0	880556000000.0	957783000000.0	938953000000.0	864317000000.0	869693000000.0	858996000000.0	778472000000.0	761004000000.0	719955000000.0
245	Tuvalu	13742057.05	13196544.95	15450994.24	18231078.54	21534931.61	21839098.89	22902861.45	27030374.03	30290219.76	27101076.28	31823518.62	38711810.21	37671774.69	37509075.11	37290607.54	35492074.22	36547799.58	40619251.99	42588164.97	47271463.33	48855550.2
246	Tanzania	13375976354.0	13581644246.0	14142035080.0	15224257698.0	16675948415.0	18399046025.0	18649590248.0	21843529025.0	27941177435.0	29081425282.0	32014249841.0	34657139495.0	39650530214.0	45680532614.0	49964788814.0	47378599025.0	49774021003.0	53320625959.0	57003713611.0	61136873692.0	62409709111.0
247	Uganda	6193246837.0	5840503869.0	6178563591.0	6606884391.0	7939487474.0	9239221859.0	9977647645.0	11902564401.0	14440404021.0	25127805566.0	26673441667.0	27871725206.0	27305915761.0	28915786997.0	32612397758.0	32387183845.0	29203988815.0	30744473912.0	32927025573.0	35353060634.0	37600368181.0
248	Ukraine	32375082563.0	39309580983.0	43956369917.0	52010238716.0	67220154164.0	89239370109.0	111885000000.0	148734000000.0	188111000000.0	121553000000.0	141210000000.0	169333000000.0	182592000000.0	190499000000.0	133503000000.0	91030959455.0	93355993629.0	112091000000.0	130891000000.0	153883000000.0	155499000000.0
249	Upper middle income	4312390000000.0	4336820000000.0	4374740000000.0	4901920000000.0	5877030000000.0	7065560000000.0	8393390000000.0	10424000000000.0	12715200000000.0	12224800000000.0	14840800000000.0	17890200000000.0	19157600000000.0	20578400000000.0	21218900000000.0	19921800000000.0	19820600000000.0	21939500000000.0	23638700000000.0	24035300000000.0	23150700000000.0
250	Uruguay	22823255802.0	20898788417.0	13606494599.0	12045631093.0	13686329890.0	17362857684.0	19579457966.0	23410572634.0	30366213119.0	31660911277.0	40284481652.0	47962439304.0	51264390116.0	57531233351.0	57236013086.0	53274304222.0	57236652490.0	64233966861.0	64515038268.0	61231149881.0	53628827440.0
251	United States	10252300000000.0	10581800000000.0	10936400000000.0	11458200000000.0	12213700000000.0	13036600000000.0	13814600000000.0	14451900000000.0	14712800000000.0	14448900000000.0	14992100000000.0	15542600000000.0	16197000000000.0	16784800000000.0	17527200000000.0	18238300000000.0	18745100000000.0	19543000000000.0	20611900000000.0	21433200000000.0	20953000000000.0
252	Uzbekistan	13760513969.0	11401421329.0	9687788513.0	10134453435.0	12030023548.0	14307509839.0	17330833853.0	22311393928.0	29549438884.0	33689223673.0	49765676402.0	60178909297.0	67517349212.0	73180036692.0	80845384375.0	86196265192.0	86138288615.0	62081323299.0	52633143808.0	59907674027.0	59929951114.0
253	St. Vincent and the Grenadines	396262963.0	430040740.7	461885185.2	481807407.4	521974074.1	550729629.6	610929629.6	684444444.4	695429629.6	674922222.2	681225925.9	676129629.6	692933333.3	721207407.4	727714814.8	755400000.0	774429629.6	792177777.8	811300000.0	825040740.7	807474074.1
254	Venezuela, RB	117141000000.0	122904000000.0	92893587734.0	83620628582.0	112453000000.0	145510000000.0	183478000000.0	230364000000.0	315953000000.0	329788000000.0	393192000000.0	316482000000.0	381286000000.0	371005000000.0	482359000000.0	NULL	NULL	NULL	NULL	NULL	NULL
255	British Virgin Islands	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
256	Virgin Islands (U.S.)	NULL	NULL	3262000000.0	3443000000.0	3797000000.0	4428000000.0	4484000000.0	4784000000.0	4244000000.0	4201000000.0	4324000000.0	4223000000.0	4089000000.0	3738000000.0	3565000000.0	3663000000.0	3798000000.0	3794000000.0	3900000000.0	4068000000.0	NULL
257	Vietnam	31172518403.0	32685198735.0	35064105501.0	39552513316.0	45427854693.0	57633255618.0	66371664817.0	77414425532.0	99130304099.0	106015000000.0	115932000000.0	135539000000.0	155820000000.0	171222000000.0	186205000000.0	193241000000.0	205276000000.0	223780000000.0	245214000000.0	261921000000.0	271158000000.0
258	Vanuatu	272014693.1	257926881.7	262596597.8	314471328.1	364996869.1	394962552.3	439376794.1	516392922.5	590748237.0	592622502.4	670713208.1	770153304.2	747839697.7	758304466.2	772315721.3	730870581.7	780889605.9	880043553.7	914727908.1	934521604.6	881547928.6
259	World	33831900000000.0	33614900000000.0	34918200000000.0	39148000000000.0	44114300000000.0	47777900000000.0	51778700000000.0	58337500000000.0	64071500000000.0	60781000000000.0	66500500000000.0	73671500000000.0	75311600000000.0	77443200000000.0	79575500000000.0	75117100000000.0	76313200000000.0	81224600000000.0	86274300000000.0	87568100000000.0	84747000000000.0
260	Samoa	269019710.3	273088357.2	288078881.4	338838639.4	420320176.4	465568018.3	505832439.8	570469196.7	619260721.6	584706020.2	663155955.0	737147951.1	760319276.0	770059551.0	756805940.2	787958585.9	799493884.3	832025574.0	821286927.5	852007112.7	807100820.6
261	Kosovo	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	5181776769.0	5015894693.0	5344014318.0	6341737194.0	6163785173.0	6735731173.0	7074657898.0	6295820482.0	6682832632.0	7180813376.0	7878508503.0	7899879086.0	7716925356.0
262	Yemen, Rep.	9652436180.0	9861560095.0	10694628092.0	11777966673.0	13872791659.0	16746344766.0	19061978586.0	21650532264.0	26910851362.0	25130274124.0	30906749533.0	32726417212.0	35401341663.0	40415235702.0	43228585321.0	42445102387.0	31317365269.0	26840128755.0	21606140907.0	NULL	NULL
