Country_Name	'2000'	'2001'	'2002'	'2003'	'2004'	'2005'	'2006'	'2007'	'2008'	'2009'	'2010'	'2011'	'2012'	'2013'	'2014'	'2015'	'2016'	'2017'	'2018'	'2019'	'2020'
Gabon	'5080483464'	'5023265365'	'5335451308'	'6511903657'	'7770219480'	'9582783318'	'10327598801'	'12455410056'	'15571349776'	'12113699661'	'14372591916'	'18210308748'	'17170465294'	'17595745653'	'18203968002'	'14383107714'	'14023890620'	'14929488771'	'16867325127'	'16874405840'	'15316826192'
United_Kingdom	'1.66E+12'	'1.64E+12'	'1.78E+12'	'2.06E+12'	'2.42E+12'	'2.54E+12'	'2.72E+12'	'3.11E+12'	'2.94E+12'	'2.43E+12'	'2.49E+12'	'2.67E+12'	'2.72E+12'	'2.80E+12'	'3.09E+12'	'2.96E+12'	'2.72E+12'	'2.70E+12'	'2.90E+12'	'2.88E+12'	'2.76E+12'
Georgia	'3057475289'	'3219488664'	'3395728014'	'3991284895'	'5125365192'	'6410823633'	'7745394293'	'10172882371'	'12795076469'	'10766836277'	'12243505583'	'15107441447'	'16488403076'	'17189551521'	'17627003455'	'14953950557'	'15141758567'	'16242916916'	'17599700091'	'17477255562'	'15846489611'
Ghana	'4983024408'	'5314909954'	'6166330136'	'7632406553'	'8881368538'	'10744675210'	'20440893017'	'24827844950'	'28678701891'	'26048108185'	'32197272797'	'39337314810'	'41270954737'	'62823043706'	'54782847753'	'49406568433'	'56165172899'	'60406382899'	'67299280680'	'68337537816'	'68532281806'
Gibraltar	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'
Guinea	'2995361141'	'2829435957'	'2950198649'	'3446441698'	'3635458133'	'2937071767'	'4220019243'	'6281917656'	'6964179194'	'6716904569'	'6853467858'	'6785137173'	'7638045254'	'8376613843'	'8778473615'	'8794202444'	'8595955581'	'10324668267'	'11857030337'	'13513809258'	'15681050917'
Gambia_The	'782915402.4'	'687408804.6'	'578236035.1'	'487038821.6'	'961900106.9'	'1027702254'	'1054113427'	'1279704745'	'1561763437'	'1450140386'	'1543292393'	'1409694554'	'1415006238'	'1375608956'	'1229460602'	'1378176868'	'1484579844'	'1504909753'	'1670670669'	'1812529105'	'1868086275'
GuineaBissau	'371095510'	'392621385.9'	'417806667.1'	'477458598.7'	'532062927.4'	'587029054.4'	'592365688.1'	'696910810.9'	'868154708.5'	'830126470'	'849878424.2'	'1099818652'	'989271229.6'	'1046087418'	'1054915645'	'1048229629'	'1179004941'	'1350177128'	'1504630121'	'1439638443'	'1431758243'
Equatorial_Guinea	'1045998496'	'1461139022'	'1806742742'	'2484745935'	'4410764339'	'8217369093'	'10086528699'	'13071718759'	'19749893536'	'15027795173'	'16314443429'	'21357343682'	'22388344124'	'21948834290'	'21765453087'	'13185496881'	'11240808847'	'12200913888'	'13097012189'	'11417278045'	'10021856754'
Greece	'1.30E+11'	'1.36E+11'	'1.55E+11'	'2.02E+11'	'2.41E+11'	'2.48E+11'	'2.74E+11'	'3.19E+11'	'3.56E+11'	'3.31E+11'	'2.97E+11'	'2.83E+11'	'2.42E+11'	'2.39E+11'	'2.35E+11'	'1.96E+11'	'1.93E+11'	'2.00E+11'	'2.12E+11'	'2.05E+11'	'1.89E+11'
Grenada	'520044370.4'	'520444185.2'	'540336925.9'	'591018407.4'	'599118592.6'	'695555555.6'	'698700666.7'	'758683592.6'	'825976037'	'771275555.6'	'771013259.3'	'778655925.9'	'799882259.3'	'842620111.1'	'911497407.4'	'997007925.9'	'1061640741'	'1125685185'	'1166523556'	'1212694407'	'1042100556'
Greenland	'1068030830'	'1086172923'	'1169138789'	'1558753434'	'1822486689'	'1849805733'	'2013099482'	'2249811709'	'2499107511'	'2529948330'	'2503156061'	'2684467376'	'2609667674'	'2684952727'	'2842048998'	'2499115623'	'2707146783'	'2851610656'	'3040414278'	'2982247279'	'NULL'
Guatemala	'19288827159'	'18405203853'	'20444205991'	'21576351799'	'23577286227'	'26783543667'	'29744368111'	'33567868323'	'38503862831'	'37125943565'	'40676432029'	'46876114650'	'49593961142'	'52996540704'	'57852399964'	'62186186576'	'66053725049'	'71654134379'	'73208583759'	'77020015201'	'77604632171'
Guam	'NULL'	'NULL'	'3394000000'	'3569000000'	'3869000000'	'4213000000'	'4238000000'	'4397000000'	'4658000000'	'4828000000'	'4949000000'	'4984000000'	'5265000000'	'5399000000'	'5610000000'	'5799000000'	'5901000000'	'6013000000'	'6060000000'	'6364000000'	'5844000000'
Guyana	'712667896.7'	'712167575.6'	'726131434.7'	'743064076.8'	'787814379.2'	'824880550.3'	'2379818383'	'2730971150'	'3025187924'	'3165663153'	'3432913073'	'3691384318'	'4063089192'	'4167800259'	'4127659492'	'4279840194'	'4482697337'	'4748174334'	'4787636237'	'5173760192'	'5471256595'
High_income	'2.77E+13'	'2.74E+13'	'2.86E+13'	'3.20E+13'	'3.57E+13'	'3.77E+13'	'3.98E+13'	'4.35E+13'	'4.63E+13'	'4.34E+13'	'4.55E+13'	'4.91E+13'	'4.92E+13'	'4.98E+13'	'5.09E+13'	'4.81E+13'	'4.91E+13'	'5.13E+13'	'5.46E+13'	'5.50E+13'	'5.35E+13'
Hong_Kong	'1.72E+11'	'1.69E+11'	'1.66E+11'	'1.61E+11'	'1.69E+11'	'1.82E+11'	'1.94E+11'	'2.12E+11'	'2.19E+11'	'2.14E+11'	'2.29E+11'	'2.49E+11'	'2.63E+11'	'2.76E+11'	'2.91E+11'	'3.09E+11'	'3.21E+11'	'3.41E+11'	'3.62E+11'	'3.63E+11'	'3.47E+11'
Honduras	'7103826902'	'7565854724'	'7775251510'	'8140278401'	'8772169959'	'9672023050'	'10841724917'	'12275500116'	'13789443623'	'14486159608'	'15729649159'	'17588098575'	'18400538859'	'18372173381'	'19618567250'	'20833948800'	'21566622850'	'22975415842'	'23900438564'	'24915522849'	'23662231634'
Heavily_indebted_poor_countries_HIPC	'1.76E+11'	'1.71E+11'	'1.85E+11'	'2.09E+11'	'2.41E+11'	'2.77E+11'	'3.26E+11'	'3.91E+11'	'4.66E+11'	'4.64E+11'	'5.05E+11'	'5.59E+11'	'5.79E+11'	'6.50E+11'	'6.88E+11'	'6.60E+11'	'6.68E+11'	'7.20E+11'	'7.68E+11'	'7.90E+11'	'7.98E+11'
Croatia	'21839780971'	'23273640257'	'27074550258'	'34985749883'	'41958833541'	'45780237257'	'50860788253'	'60542673503'	'70750646248'	'63084004705'	'60426018629'	'63169910822'	'57192346923'	'58889082315'	'58330289757'	'50163192883'	'52295158344'	'56214427431'	'62247874949'	'62246206341'	'57203783203'
Haiti	'6813577558'	'6331961555'	'6058134467'	'4826827577'	'6036959915'	'7184064657'	'7518107787'	'9522763154'	'10485225353'	'11597014807'	'11859315079'	'13008754111'	'13708926466'	'14902474091'	'15139264670'	'14833154472'	'13987693739'	'15035560373'	'16455034353'	'14785839383'	'14508218017'
Hungary	'47218405892'	'53749989092'	'67608919144'	'85302003908'	'1.04E+11'	'1.13E+11'	'1.16E+11'	'1.40E+11'	'1.58E+11'	'1.31E+11'	'1.32E+11'	'1.42E+11'	'1.29E+11'	'1.36E+11'	'1.41E+11'	'1.25E+11'	'1.29E+11'	'1.43E+11'	'1.61E+11'	'1.64E+11'	'1.56E+11'
IBRD_only	'5.85E+12'	'5.92E+12'	'6.01E+12'	'6.76E+12'	'8.06E+12'	'9.63E+12'	'1.14E+13'	'1.42E+13'	'1.70E+13'	'1.65E+13'	'2.01E+13'	'2.37E+13'	'2.52E+13'	'2.66E+13'	'2.75E+13'	'2.58E+13'	'2.60E+13'	'2.87E+13'	'3.05E+13'	'3.12E+13'	'2.99E+13'
IDA_&_IBRD_total	'6.39E+12'	'6.46E+12'	'6.59E+12'	'7.40E+12'	'8.81E+12'	'1.05E+13'	'1.25E+13'	'1.54E+13'	'1.85E+13'	'1.80E+13'	'2.17E+13'	'2.54E+13'	'2.70E+13'	'2.85E+13'	'2.96E+13'	'2.78E+13'	'2.79E+13'	'3.07E+13'	'3.26E+13'	'3.34E+13'	'3.21E+13'
IDA_total	'5.36E+11'	'5.39E+11'	'5.78E+11'	'6.44E+11'	'7.58E+11'	'8.86E+11'	'1.06E+12'	'1.24E+12'	'1.48E+12'	'1.46E+12'	'1.67E+12'	'1.67E+12'	'1.77E+12'	'1.92E+12'	'2.05E+12'	'2.02E+12'	'1.96E+12'	'2.03E+12'	'2.15E+12'	'2.24E+12'	'2.24E+12'
IDA_blend	'2.07E+11'	'2.06E+11'	'2.28E+11'	'2.56E+11'	'3.12E+11'	'3.73E+11'	'4.67E+11'	'5.38E+11'	'6.40E+11'	'6.07E+11'	'7.10E+11'	'8.14E+11'	'9.01E+11'	'9.78E+11'	'1.05E+12'	'1.01E+12'	'9.42E+11'	'9.25E+11'	'9.66E+11'	'9.98E+11'	'9.62E+11'
Indonesia	'1.65E+11'	'1.60E+11'	'1.96E+11'	'2.35E+11'	'2.57E+11'	'2.86E+11'	'3.65E+11'	'4.32E+11'	'5.10E+11'	'5.40E+11'	'7.55E+11'	'8.93E+11'	'9.18E+11'	'9.13E+11'	'8.91E+11'	'8.61E+11'	'9.32E+11'	'1.02E+12'	'1.04E+12'	'1.12E+12'	'1.06E+12'
IDA_only	'3.30E+11'	'3.33E+11'	'3.51E+11'	'3.88E+11'	'4.46E+11'	'5.13E+11'	'5.90E+11'	'6.99E+11'	'8.38E+11'	'8.57E+11'	'9.58E+11'	'8.58E+11'	'8.65E+11'	'9.43E+11'	'1.01E+12'	'1.01E+12'	'1.02E+12'	'1.10E+12'	'1.18E+12'	'1.24E+12'	'1.28E+12'
Isle_of_Man	'1563667800'	'1659131244'	'1947332922'	'2328658228'	'2822358473'	'3032400000'	'3422651334'	'4466100440'	'5928420956'	'5487083658'	'5920177689'	'6566098382'	'6690725118'	'7000748788'	'7708834951'	'7085288006'	'6846691871'	'6979581725'	'7491969313'	'7315388052'	'NULL'
India	'4.68E+11'	'4.85E+11'	'5.15E+11'	'6.08E+11'	'7.09E+11'	'8.20E+11'	'9.40E+11'	'1.22E+12'	'1.20E+12'	'1.34E+12'	'1.68E+12'	'1.82E+12'	'1.83E+12'	'1.86E+12'	'2.04E+12'	'2.10E+12'	'2.29E+12'	'2.65E+12'	'2.70E+12'	'2.87E+12'	'2.66E+12'
Not_classified	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'
Ireland	'1.00E+11'	'1.09E+11'	'1.29E+11'	'1.65E+11'	'1.94E+11'	'2.12E+11'	'2.32E+11'	'2.70E+11'	'2.75E+11'	'2.36E+11'	'2.22E+11'	'2.39E+11'	'2.25E+11'	'2.38E+11'	'2.59E+11'	'2.92E+11'	'2.99E+11'	'3.35E+11'	'3.85E+11'	'3.99E+11'	'4.26E+11'
Iran	'1.10E+11'	'1.27E+11'	'1.29E+11'	'1.54E+11'	'1.90E+11'	'2.26E+11'	'2.66E+11'	'3.50E+11'	'4.12E+11'	'4.16E+11'	'4.87E+11'	'5.81E+11'	'5.99E+11'	'4.60E+11'	'4.33E+11'	'3.85E+11'	'4.18E+11'	'4.45E+11'	'2.94E+11'	'2.58E+11'	'2.03E+11'
Iraq	'48364250944'	'36176430129'	'32928454672'	'21921569479'	'36627901762'	'49954890353'	'65140147197'	'88837055195'	'1.32E+11'	'1.12E+11'	'1.39E+11'	'1.86E+11'	'2.18E+11'	'2.35E+11'	'2.28E+11'	'1.67E+11'	'1.67E+11'	'1.87E+11'	'2.27E+11'	'2.35E+11'	'1.67E+11'
Iceland	'9025660362'	'8234846805'	'9318395055'	'11429333038'	'13825302536'	'16852963067'	'17465318552'	'21652505597'	'18074622987'	'13154414219'	'13751161918'	'15221622926'	'14751508134'	'16125060515'	'17867662178'	'17517210519'	'20793168031'	'24728285177'	'26267063758'	'24857740445'	'21718075725'
Israel	'1.32E+11'	'1.31E+11'	'1.21E+11'	'1.27E+11'	'1.36E+11'	'1.43E+11'	'1.54E+11'	'1.79E+11'	'2.17E+11'	'2.08E+11'	'2.35E+11'	'2.62E+11'	'2.58E+11'	'2.94E+11'	'3.11E+11'	'3.00E+11'	'3.19E+11'	'3.55E+11'	'3.74E+11'	'3.98E+11'	'4.07E+11'
Italy	'1.15E+12'	'1.17E+12'	'1.28E+12'	'1.58E+12'	'1.81E+12'	'1.86E+12'	'1.95E+12'	'2.21E+12'	'2.41E+12'	'2.20E+12'	'2.14E+12'	'2.29E+12'	'2.09E+12'	'2.14E+12'	'2.16E+12'	'1.84E+12'	'1.88E+12'	'1.96E+12'	'2.09E+12'	'2.01E+12'	'1.89E+12'
Jamaica	'9005064475'	'9194717836'	'9719017926'	'9430230564'	'10174664854'	'11243868486'	'11930171468'	'12799593018'	'13709402085'	'12120460873'	'13220556883'	'14444655300'	'14807086889'	'14264202737'	'13899228824'	'14188935948'	'14077109397'	'14808989993'	'15730793853'	'15830768550'	'13812425037'
Jordan	'8460424401'	'8975689845'	'9582453032'	'10195660790'	'11411390409'	'12588665303'	'15056929760'	'17110587447'	'22657662393'	'24537876056'	'27133804225'	'29524149155'	'31634561690'	'34454440141'	'36847643521'	'38587017887'	'39892551127'	'41408960845'	'42932112676'	'44502895915'	'43697659296'
Japan	'4.97E+12'	'4.37E+12'	'4.18E+12'	'4.52E+12'	'4.89E+12'	'4.83E+12'	'4.60E+12'	'4.58E+12'	'5.11E+12'	'5.29E+12'	'5.76E+12'	'6.23E+12'	'6.27E+12'	'5.21E+12'	'4.90E+12'	'4.44E+12'	'5.00E+12'	'4.93E+12'	'5.04E+12'	'5.15E+12'	'5.06E+12'
Kazakhstan	'18291994909'	'22152694162'	'24636593223'	'30833699703'	'43151647003'	'57123671734'	'81003884545'	'1.05E+11'	'1.33E+11'	'1.15E+11'	'1.48E+11'	'1.93E+11'	'2.08E+11'	'2.37E+11'	'2.21E+11'	'1.84E+11'	'1.37E+11'	'1.67E+11'	'1.79E+11'	'1.82E+11'	'1.71E+11'
Kenya	'12705357103'	'12986007426'	'13147743911'	'14904517650'	'16095337094'	'18737897745'	'25825524821'	'31958195182'	'35895153328'	'42347217913'	'45405587557'	'46869457318'	'56396706006'	'61671425370'	'68285768554'	'70120413329'	'74815121315'	'82035800868'	'92202956321'	'1.01E+11'	'1.01E+11'
Kyrgyz	'1369688498'	'1525116370'	'1605643105'	'1919008090'	'2211534585'	'2460248026'	'2834168889'	'3802566171'	'5139957785'	'4690062255'	'4794357795'	'6197766119'	'6605139933'	'7335027592'	'7468096567'	'6678178340'	'6813092066'	'7702934800'	'8271108638'	'8871026074'	'7735976273'
Cambodia	'3654031716'	'3984000517'	'4284028483'	'4658246918'	'5337833248'	'6293046162'	'7274595707'	'8639235842'	'10351914093'	'10401851851'	'11242275199'	'12829541141'	'14054443213'	'15227991395'	'16702610842'	'18049954289'	'20016747754'	'22177200512'	'24571753583'	'27089389787'	'25808561551'
Kiribati	'67254174.4'	'63101272.37'	'72196457.68'	'90231856.8'	'102367039.3'	'112133944.3'	'110234939.8'	'132671743'	'141042610.3'	'132419902'	'156120439.3'	'181705153.6'	'190243432.8'	'185114059.6'	'179703165.4'	'171117816.7'	'178328984.1'	'187276124.8'	'200157020.6'	'188391770.6'	'197508774.3'
St._Kitts_and_Nevis	'421695769.8'	'458643829'	'481077373.7'	'469869869.9'	'506900000'	'547203703.7'	'644411111.1'	'689285185.2'	'751233333.3'	'747862963'	'760170370.4'	'817759259.3'	'800414814.8'	'839770370.4'	'916566666.7'	'923155555.6'	'1008888889'	'1060740741'	'1078518519'	'1164814815'	'980740740.7'
Korea_Rep.	'5.76E+11'	'5.48E+11'	'6.27E+11'	'7.03E+11'	'7.93E+11'	'9.35E+11'	'1.05E+12'	'1.17E+12'	'1.05E+12'	'9.44E+11'	'1.14E+12'	'1.25E+12'	'1.28E+12'	'1.37E+12'	'1.48E+12'	'1.47E+12'	'1.50E+12'	'1.62E+12'	'1.72E+12'	'1.65E+12'	'1.64E+12'
Kuwait	'37712842243'	'34887512227'	'38137545245'	'47876510067'	'59439090601'	'80798630137'	'1.02E+11'	'1.15E+11'	'1.47E+11'	'1.06E+11'	'1.15E+11'	'1.54E+11'	'1.74E+11'	'1.74E+11'	'1.63E+11'	'1.15E+11'	'1.09E+11'	'1.21E+11'	'1.38E+11'	'1.36E+11'	'1.06E+11'
Latin_America_&_Caribbean_excluding_high_income	'1.98E+12'	'1.93E+12'	'1.73E+12'	'1.77E+12'	'2.02E+12'	'2.45E+12'	'2.86E+12'	'3.38E+12'	'3.91E+12'	'3.64E+12'	'4.55E+12'	'5.31E+12'	'5.29E+12'	'5.43E+12'	'5.46E+12'	'4.65E+12'	'4.53E+12'	'5.05E+12'	'4.91E+12'	'4.85E+12'	'4.04E+12'
Lao_PDR	'1731198022'	'1768619058'	'1758176653'	'2023324407'	'2366398120'	'2735558726'	'3455031448'	'4223152219'	'5446434032'	'5836138127'	'7131773633'	'8750107402'	'10192848926'	'11983252611'	'13279248479'	'14426381187'	'15912495369'	'17071162084'	'18141651381'	'18897252233'	'19132635712'
Lebanon	'17260364842'	'17649751244'	'19152238806'	'20082918740'	'21159827992'	'21497336499'	'22022709852'	'24827355015'	'29118916106'	'35399582929'	'38443907042'	'39927125961'	'44035991893'	'46909335551'	'48133414840'	'50065946086'	'51389318291'	'53324800959'	'55276157552'	'51953744507'	'31735217785'
Liberia	'874000000'	'906000000'	'927000000'	'748000000'	'897000000'	'949000000'	'1119000000'	'1373000000'	'1726000000'	'1768000000'	'1998000000'	'2398000000'	'2791614000'	'3177198100'	'3225652000'	'3227075700'	'3398419600'	'3390703400'	'3422754800'	'3319596500'	'3201187800'
Libya	'38270206950'	'34110064452'	'20481889764'	'26265625000'	'33122307692'	'47334148578'	'54961936663'	'67516236338'	'87140405361'	'63028320702'	'74773444901'	'34699395524'	'81873662519'	'65502870174'	'41142722414'	'27842131480'	'26197143268'	'37883243650'	'52607888718'	'52091152228'	'25418916029'
St._Lucia	'932592592.6'	'892592592.6'	'900000000'	'987407407.4'	'1066666667'	'1135555556'	'1268319185'	'1336088815'	'1437731111'	'1401507889'	'1486758037'	'1576988407'	'1605146778'	'1664816741'	'1755130815'	'1808079889'	'1865513444'	'1996771444'	'2065127259'	'2118791556'	'1616772741'
Latin_America_&_Caribbean	'2.29E+12'	'2.24E+12'	'2.01E+12'	'2.05E+12'	'2.37E+12'	'2.86E+12'	'3.36E+12'	'3.95E+12'	'4.59E+12'	'4.32E+12'	'5.35E+12'	'6.09E+12'	'6.15E+12'	'6.30E+12'	'6.43E+12'	'5.37E+12'	'5.25E+12'	'5.83E+12'	'5.70E+12'	'5.63E+12'	'4.73E+12'
Least_developed_countries_UN_classification	'2.17E+11'	'2.12E+11'	'2.30E+11'	'2.58E+11'	'2.99E+11'	'3.53E+11'	'4.10E+11'	'4.92E+11'	'6.00E+11'	'5.97E+11'	'6.73E+11'	'7.75E+11'	'8.15E+11'	'8.93E+11'	'9.63E+11'	'9.45E+11'	'9.36E+11'	'1.02E+12'	'1.06E+12'	'1.11E+12'	'1.11E+12'
Low_income	'1.88E+11'	'1.88E+11'	'2.02E+11'	'2.21E+11'	'2.59E+11'	'3.08E+11'	'3.58E+11'	'4.31E+11'	'5.16E+11'	'5.22E+11'	'5.78E+11'	'4.04E+11'	'3.84E+11'	'3.95E+11'	'4.24E+11'	'4.18E+11'	'3.87E+11'	'4.09E+11'	'4.26E+11'	'4.48E+11'	'4.60E+11'
Liechtenstein	'2483953103'	'2491822707'	'2688630823'	'3070691320'	'3454362686'	'3659251526'	'4000239273'	'4601299567'	'5081432924'	'4504549214'	'5082366478'	'5739977477'	'5456009385'	'6391735894'	'6657170923'	'6268391521'	'6237264055'	'6474256119'	'6839145107'	'6684443550'	'NULL'
Sri_Lanka	'16330814180'	'15749753805'	'16536535647'	'18881765437'	'20662525941'	'24405791045'	'28279814925'	'32350248411'	'40713812310'	'42066217872'	'56725749222'	'65292753005'	'68434409315'	'74317806538'	'79356449841'	'80604080689'	'82401038710'	'87428128124'	'87963042341'	'83990946939'	'80676681934'
Lower_middle_income	'1.51E+12'	'1.54E+12'	'1.65E+12'	'1.89E+12'	'2.20E+12'	'2.55E+12'	'3.03E+12'	'3.72E+12'	'4.21E+12'	'4.28E+12'	'5.20E+12'	'5.94E+12'	'6.23E+12'	'6.34E+12'	'6.60E+12'	'6.46E+12'	'6.74E+12'	'7.25E+12'	'7.35E+12'	'7.74E+12'	'7.38E+12'
Low_&_middle_income	'6.00E+12'	'6.06E+12'	'6.22E+12'	'7.01E+12'	'8.32E+12'	'9.92E+12'	'1.18E+13'	'1.46E+13'	'1.74E+13'	'1.70E+13'	'2.06E+13'	'2.42E+13'	'2.58E+13'	'2.73E+13'	'2.82E+13'	'2.68E+13'	'2.69E+13'	'2.96E+13'	'3.14E+13'	'3.22E+13'	'3.10E+13'
Lesotho	'887295267.9'	'825706961.2'	'775780697.7'	'1157832935'	'1511236656'	'1682350935'	'1800105590'	'1682016947'	'1766825413'	'1740830511'	'2234731974'	'2579421686'	'2477702253'	'2367113170'	'2441053176'	'2359759799'	'2114323794'	'2306843529'	'2514146888'	'2366213069'	'1875227642'
Latedemographic_dividend	'3.40E+12'	'3.52E+12'	'3.73E+12'	'4.25E+12'	'5.11E+12'	'6.16E+12'	'7.44E+12'	'9.37E+12'	'1.16E+13'	'1.13E+13'	'1.35E+13'	'1.65E+13'	'1.76E+13'	'1.90E+13'	'1.97E+13'	'1.85E+13'	'1.85E+13'	'2.06E+13'	'2.25E+13'	'2.30E+13'	'2.24E+13'
Lithuania	'11524776867'	'12237388002'	'14259781159'	'18781721376'	'22627507452'	'26097677572'	'30183575104'	'39697891352'	'47797551588'	'37388122046'	'37128694028'	'43535051482'	'42927454291'	'46523420074'	'48533659592'	'41435533340'	'43047309306'	'47758736932'	'53750911866'	'54697379017'	'56546957475'
Luxembourg	'21230182989'	'21387533703'	'23649833332'	'29667268248'	'35064843793'	'37672280120'	'42910146296'	'51587401416'	'58844277702'	'54467289898'	'56213985987'	'61696281326'	'59776383527'	'65203276467'	'68804811898'	'60071584216'	'62216885436'	'65712180343'	'71285019397'	'70195715496'	'73353132794'
Latvia	'7958852839'	'8362398702'	'9557031605'	'11771975157'	'14435700533'	'17003459863'	'21570076499'	'31054350978'	'35854274229'	'26410909091'	'23956163077'	'27474380566'	'28169902669'	'30204783462'	'31386896487'	'27263090547'	'28083597512'	'30483806018'	'34429023435'	'34308783825'	'33707320816'
Macao_SAR_China	'6774193548'	'6860272608'	'7371723056'	'8246521717'	'10643215078'	'12160002996'	'14874147024'	'18439876056'	'21027044551'	'21587740942'	'28241858489'	'36845925519'	'43189526778'	'51536304808'	'54903031138'	'45047964934'	'45070605746'	'50440941939'	'55284360483'	'55204758070'	'25586111076'
St._Martin_French_part	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'
Morocco	'38857251336'	'39459581217'	'42236836821'	'52064058834'	'59626020162'	'62343022651'	'68640825481'	'79041294874'	'92507257784'	'92897320376'	'93216746662'	'1.01E+11'	'98266306615'	'1.07E+11'	'1.10E+11'	'1.01E+11'	'1.03E+11'	'1.10E+11'	'1.18E+11'	'1.20E+11'	'1.15E+11'
Monaco	'2647885849'	'2718868306'	'2968987019'	'3601321065'	'4137913500'	'4203084194'	'4582988333'	'5867916781'	'6476490406'	'5451653237'	'5367625613'	'6088808463'	'5743029680'	'6555983530'	'7069616049'	'6261622101'	'6472990923'	'6431314957'	'7194024563'	'7383745662'	'6816219303'
Moldova	'1288429392'	'1480673594'	'1661818168'	'1980907435'	'2598249556'	'2988348836'	'3408244549'	'4401189466'	'6054849885'	'5439422031'	'6974960345'	'8414360656'	'8709165249'	'9496684701'	'9510219299'	'7745231660'	'8071480541'	'9669759987'	'11456728401'	'11970233940'	'11915547263'
Madagascar	'4629247091'	'5438332738'	'5351701534'	'6372498720'	'5064732716'	'5859269849'	'6395712392'	'8524620739'	'10725137931'	'9616879571'	'9982711338'	'11551819618'	'11578974888'	'12423555269'	'12522957228'	'11323020829'	'11848613735'	'13176313594'	'13760033097'	'14104664515'	'13056079982'
Maldives	'624337145.3'	'870030468.6'	'897031250'	'1052121055'	'1226829563'	'1163362438'	'1575200391'	'1868383461'	'2271646188'	'2345294875'	'2588176055'	'2774351760'	'2886170572'	'3295011382'	'3697351597'	'4109424800'	'4379136462'	'4754175869'	'5300962660'	'5607762625'	'3742769967'
Middle_East_&_North_Africa	'1.05E+12'	'1.04E+12'	'1.04E+12'	'1.15E+12'	'1.36E+12'	'1.63E+12'	'1.91E+12'	'2.26E+12'	'2.82E+12'	'2.55E+12'	'2.97E+12'	'3.29E+12'	'3.56E+12'	'3.51E+12'	'3.52E+12'	'3.10E+12'	'3.11E+12'	'3.23E+12'	'3.37E+12'	'3.41E+12'	'3.04E+12'
Mexico	'7.08E+11'	'7.57E+11'	'7.72E+11'	'7.29E+11'	'7.82E+11'	'8.77E+11'	'9.75E+11'	'1.05E+12'	'1.11E+12'	'9.00E+11'	'1.06E+12'	'1.18E+12'	'1.20E+12'	'1.27E+12'	'1.32E+12'	'1.17E+12'	'1.08E+12'	'1.16E+12'	'1.22E+12'	'1.27E+12'	'1.07E+12'
Marshall_Islands	'115347500'	'122824000'	'131738200'	'131398500'	'132440200'	'136559500'	'141515800'	'148346700'	'151898900'	'149769600'	'160407100'	'172188500'	'180436300'	'184840400'	'182142800'	'183814300'	'201510900'	'213204100'	'221588900'	'239462200'	'244462400'
Middle_income	'5.82E+12'	'5.88E+12'	'6.02E+12'	'6.80E+12'	'8.07E+12'	'9.62E+12'	'1.14E+13'	'1.41E+13'	'1.69E+13'	'1.65E+13'	'2.00E+13'	'2.38E+13'	'2.54E+13'	'2.69E+13'	'2.78E+13'	'2.64E+13'	'2.66E+13'	'2.92E+13'	'3.10E+13'	'3.18E+13'	'3.05E+13'
North_Macedonia	'3772857145'	'3709637830'	'4018365247'	'4946292775'	'5682788267'	'6258600714'	'6861222332'	'8336478142'	'9909548411'	'9401731496'	'9407168702'	'10494632699'	'9745251126'	'10817712139'	'11362272838'	'10064515432'	'10672471861'	'11307058382'	'12683070061'	'12606338449'	'12263710123'
Mali	'2961476518'	'3468327017'	'3908139487'	'4714051055'	'5454228771'	'6247496491'	'6905876385'	'8156532186'	'9838404005'	'10232036863'	'10689167195'	'12995113407'	'12442036265'	'13242691430'	'14364937997'	'13104764334'	'14026048691'	'15365714371'	'17070866299'	'17280251194'	'17465392916'
Malta	'4069515579'	'4088368978'	'4470446391'	'5448415500'	'6098092551'	'6416184181'	'6778324050'	'7925371475'	'9090406767'	'8696366907'	'9035932122'	'9638916481'	'9462238211'	'10551661177'	'11626281387'	'11091434484'	'11721521913'	'13221298308'	'14864712990'	'15215714309'	'14647384608'
Myanmar	'6849321646'	'6220271055'	'6110633154'	'7754647428'	'9390855298'	'10588433069'	'11863016315'	'15591182545'	'23013015832'	'29455165595'	'37796052939'	'54118601975'	'58318677645'	'60572254371'	'63264891867'	'63045306514'	'60291738935'	'61449391917'	'67144726168'	'68697761477'	'79852046611'
