Country_Name	'2000'	'2001'	'2002'	'2003'	'2004'	'2005'	'2006'	'2007'	'2008'	'2009'	'2010'	'2011'	'2012'	'2013'	'2014'	'2015'	'2016'	'2017'	'2018'	'2019'	'2020'
Middle_East_&_North_Africa_excluding_high_income	'5.32E+11'	'5.38E+11'	'5.23E+11'	'5.72E+11'	'6.79E+11'	'8.02E+11'	'9.30E+11'	'1.14E+12'	'1.41E+12'	'1.37E+12'	'1.58E+12'	'1.57E+12'	'1.70E+12'	'1.57E+12'	'1.55E+12'	'1.39E+12'	'1.40E+12'	'1.38E+12'	'1.32E+12'	'1.34E+12'	'1.20E+12'
Montenegro	'984297589.4'	'1159869246'	'1284685051'	'1707710053'	'2073234418'	'2257174481'	'2721903149'	'3680711744'	'4545674528'	'4159330370'	'4143033276'	'4544516982'	'4087725813'	'4464260489'	'4587928884'	'4052913386'	'4374128319'	'4844592067'	'5504166667'	'5542674317'	'4769860741'
Mongolia	'1136896124'	'1267997934'	'1396555720'	'1595297356'	'1992066808'	'2523471532'	'3414055566'	'4234999823'	'5623216449'	'4583850368'	'7189481824'	'10409797649'	'12292770631'	'12582122604'	'12226514722'	'11619892396'	'11181350461'	'11480847745'	'13178094459'	'14206359007'	'13312981595'
Northern_Mariana_Islands	'NULL'	'NULL'	'1284000000'	'1239000000'	'1210000000'	'1061000000'	'990000000'	'938000000'	'939000000'	'795000000'	'799000000'	'729000000'	'746000000'	'772000000'	'832000000'	'910000000'	'1230000000'	'1560000000'	'1302000000'	'1182000000'	'NULL'
Mozambique	'5656473652'	'5398568544'	'5677003239'	'6303391144'	'7631120533'	'8542070110'	'9176889070'	'10450843291'	'12556195189'	'11914471497'	'11104648673'	'14381552433'	'16350804543'	'16974320551'	'17716084108'	'15950969019'	'11936999283'	'13219084261'	'14845870051'	'15384701798'	'14019446610'
Mauritania	'1779523344'	'1746064719'	'1777058593'	'2051147607'	'2362501023'	'2936019526'	'3919577286'	'4346206809'	'5206444407'	'4714592493'	'5628882266'	'6764635687'	'6728208836'	'7223063170'	'6592537782'	'6166857629'	'6398744505'	'6799075419'	'7354430040'	'7889662452'	'7913680231'
Mauritius	'4663313620'	'4613630623'	'4841310240'	'5816553827'	'6578844486'	'6488750453'	'7028803366'	'8150138757'	'9990370016'	'9128843109'	'10003670690'	'11518393367'	'11668685524'	'12129642296'	'12803445934'	'11692287066'	'12232463656'	'13259351418'	'14181951059'	'14045808843'	'10920606198'
Malawi	'1743506531'	'1716502862'	'3495748398'	'3208837077'	'3476094499'	'3655909664'	'3998020177'	'4432937046'	'5321012192'	'6191127665'	'6959655571'	'8004000737'	'6028487929'	'5518880769'	'6047813437'	'6373212641'	'5433040160'	'8943543677'	'9880675786'	'11025357838'	'12182348213'
Malaysia	'93789736842'	'92783947368'	'1.01E+11'	'1.10E+11'	'1.25E+11'	'1.44E+11'	'1.63E+11'	'1.94E+11'	'2.31E+11'	'2.02E+11'	'2.55E+11'	'2.98E+11'	'3.14E+11'	'3.23E+11'	'3.38E+11'	'3.01E+11'	'3.01E+11'	'3.19E+11'	'3.59E+11'	'3.65E+11'	'3.37E+11'
North_America	'1.10E+13'	'1.13E+13'	'1.17E+13'	'1.24E+13'	'1.32E+13'	'1.42E+13'	'1.51E+13'	'1.59E+13'	'1.63E+13'	'1.58E+13'	'1.66E+13'	'1.73E+13'	'1.80E+13'	'1.86E+13'	'1.93E+13'	'1.98E+13'	'2.03E+13'	'2.12E+13'	'2.23E+13'	'2.32E+13'	'2.26E+13'
Namibia	'3922247990'	'3557333364'	'3349184760'	'4926471294'	'6609198833'	'7248394160'	'8001779551'	'8839526452'	'8607475308'	'8938868165'	'11431334447'	'12523402329'	'13042007432'	'12043276397'	'12435416060'	'11335179562'	'10721994677'	'12895153160'	'13682062249'	'12496781720'	'10619194505'
New_Caledonia	'3420032042'	'3297734886'	'3740056751'	'4915353825'	'5895008985'	'6238629462'	'6979155409'	'8819917187'	'9067619729'	'8704438061'	'9364350065'	'10351448025'	'9659151909'	'10151382877'	'10635035550'	'8738203042'	'8724568971'	'9173670000'	'9846920284'	'9438127994'	'NULL'
Niger	'2241753120'	'2448714681'	'2782192987'	'3394084885'	'3760443966'	'4383315657'	'4756361480'	'5731485267'	'7297600897'	'7352131669'	'7851191899'	'8772951262'	'9426913349'	'10224897935'	'10862944204'	'9683867894'	'10398862245'	'11185102400'	'12808660528'	'12916455161'	'13741378450'
Nigeria	'69448756933'	'74030364472'	'95385819321'	'1.05E+11'	'1.36E+11'	'1.76E+11'	'2.36E+11'	'2.76E+11'	'3.39E+11'	'2.95E+11'	'3.61E+11'	'4.05E+11'	'4.56E+11'	'5.09E+11'	'5.47E+11'	'4.87E+11'	'4.05E+11'	'3.76E+11'	'3.97E+11'	'4.48E+11'	'4.32E+11'
Nicaragua	'5107329007'	'5323146566'	'5224213018'	'5322454926'	'5795568205'	'6321335612'	'6763418646'	'7423421958'	'8496946608'	'8298679909'	'8758592272'	'9774262742'	'10532006608'	'10982979274'	'11880434071'	'12756706583'	'13286083645'	'13785876629'	'13025239912'	'12611218627'	'12621505383'
Netherlands	'4.17E+11'	'4.32E+11'	'4.74E+11'	'5.80E+11'	'6.58E+11'	'6.85E+11'	'7.34E+11'	'8.49E+11'	'9.52E+11'	'8.72E+11'	'8.47E+11'	'9.05E+11'	'8.39E+11'	'8.77E+11'	'8.92E+11'	'7.66E+11'	'7.84E+11'	'8.34E+11'	'9.14E+11'	'9.10E+11'	'9.14E+11'
Norway	'1.71E+11'	'1.74E+11'	'1.96E+11'	'2.29E+11'	'2.65E+11'	'3.09E+11'	'3.46E+11'	'4.01E+11'	'4.62E+11'	'3.86E+11'	'4.29E+11'	'4.98E+11'	'5.10E+11'	'5.23E+11'	'4.98E+11'	'3.86E+11'	'3.69E+11'	'3.98E+11'	'4.37E+11'	'4.05E+11'	'3.62E+11'
Nepal	'5494252208'	'6007055042'	'6050875807'	'6330473097'	'7273938315'	'8130258041'	'9043715356'	'10325618017'	'12545438605'	'12854985464'	'16002656434'	'21621710003'	'21703106502'	'22162208956'	'22731602970'	'24360795410'	'24524098184'	'28971589213'	'33111525183'	'34186180695'	'33657175561'
Nauru	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'47564520.39'	'66055407.67'	'96927201.48'	'98491843.64'	'104654365.2'	'86529661.37'	'99723394.96'	'109359680.2'	'124021393.7'	'118724073.8'	'114626625.6'
New_Zealand	'52623281957'	'53872425917'	'66627729311'	'88250885550'	'1.04E+11'	'1.15E+11'	'1.12E+11'	'1.37E+11'	'1.33E+11'	'1.21E+11'	'1.47E+11'	'1.68E+11'	'1.76E+11'	'1.91E+11'	'2.01E+11'	'1.78E+11'	'1.89E+11'	'2.07E+11'	'2.12E+11'	'2.13E+11'	'2.11E+11'
OECD_members	'2.76E+13'	'2.74E+13'	'2.86E+13'	'3.19E+13'	'3.56E+13'	'3.76E+13'	'3.97E+13'	'4.34E+13'	'4.61E+13'	'4.31E+13'	'4.52E+13'	'4.86E+13'	'4.86E+13'	'4.92E+13'	'5.03E+13'	'4.75E+13'	'4.84E+13'	'5.05E+13'	'5.35E+13'	'5.40E+13'	'5.24E+13'
Oman	'19507452536'	'19452000520'	'20142756047'	'21633708192'	'24763712874'	'31081991678'	'37215779714'	'42085379454'	'60905452536'	'48388363589'	'64993498049'	'77497529259'	'87408842653'	'89936020806'	'92699089727'	'78710793238'	'75128738622'	'80856697009'	'91505851756'	'88060858257'	'73971391417'
Other_small_states	'91409484062'	'90943070776'	'98114311646'	'1.22E+11'	'1.52E+11'	'1.84E+11'	'2.16E+11'	'2.64E+11'	'3.23E+11'	'2.77E+11'	'3.22E+11'	'3.97E+11'	'4.14E+11'	'4.32E+11'	'4.46E+11'	'3.70E+11'	'3.66E+11'	'3.98E+11'	'4.42E+11'	'4.33E+11'	'3.76E+11'
Pakistan	'82017743416'	'79484403985'	'79904985385'	'91760542940'	'1.08E+11'	'1.20E+11'	'1.37E+11'	'1.52E+11'	'1.70E+11'	'1.68E+11'	'1.77E+11'	'2.14E+11'	'2.24E+11'	'2.31E+11'	'2.44E+11'	'2.71E+11'	'2.79E+11'	'3.05E+11'	'3.15E+11'	'2.79E+11'	'2.63E+11'
Panama	'12304115000'	'12502013400'	'12994310400'	'13693981200'	'15013381700'	'16374393900'	'18141666300'	'21295984230'	'25155888616'	'27116635565'	'29440287581'	'34686224301'	'40429734384'	'45599994005'	'49921464365'	'54091713776'	'57907695409'	'62202725204'	'64929409212'	'66984427150'	'53977036995'
Peru	'51744749133'	'52030158775'	'54777553515'	'58731030122'	'66768703498'	'76060606061'	'88643193062'	'1.02E+11'	'1.21E+11'	'1.21E+11'	'1.48E+11'	'1.72E+11'	'1.93E+11'	'2.01E+11'	'2.01E+11'	'1.90E+11'	'1.92E+11'	'2.11E+11'	'2.23E+11'	'2.28E+11'	'2.02E+11'
Philippines	'83669693589'	'78921234457'	'84307291974'	'87039145965'	'95002028505'	'1.07E+11'	'1.28E+11'	'1.56E+11'	'1.82E+11'	'1.76E+11'	'2.08E+11'	'2.34E+11'	'2.62E+11'	'2.84E+11'	'2.97E+11'	'3.06E+11'	'3.19E+11'	'3.28E+11'	'3.47E+11'	'3.77E+11'	'3.61E+11'
Palau	'146297500'	'156907900'	'163184900'	'153963200'	'165186200'	'190452900'	'192382400'	'198897700'	'198283900'	'187522800'	'185943000'	'196911100'	'212397800'	'221117200'	'241669800'	'280457700'	'298300000'	'285300000'	'284700000'	'274200000'	'257700000'
Papua_New_Guinea	'3521339699'	'3081024212'	'2999511040'	'3536411824'	'3927157867'	'4865892972'	'8355006707'	'9545177014'	'11670840932'	'11619637799'	'14250755231'	'17984910502'	'21295659244'	'21261432791'	'23210682538'	'21723531173'	'20759069103'	'22742613554'	'24109509853'	'24751344552'	'24668899683'
Poland	'1.72E+11'	'1.91E+11'	'1.99E+11'	'2.18E+11'	'2.55E+11'	'3.06E+11'	'3.45E+11'	'4.29E+11'	'5.34E+11'	'4.40E+11'	'4.80E+11'	'5.28E+11'	'4.99E+11'	'5.21E+11'	'5.42E+11'	'4.78E+11'	'4.73E+11'	'5.27E+11'	'5.87E+11'	'5.97E+11'	'5.97E+11'
Predemographic_dividend	'2.78E+11'	'2.65E+11'	'3.04E+11'	'3.30E+11'	'4.13E+11'	'5.15E+11'	'6.48E+11'	'7.84E+11'	'9.82E+11'	'8.92E+11'	'1.04E+12'	'1.20E+12'	'1.31E+12'	'1.44E+12'	'1.51E+12'	'1.32E+12'	'1.21E+12'	'1.26E+12'	'1.34E+12'	'1.41E+12'	'1.29E+12'
Puerto_Rico	'61701800000'	'69208400000'	'71623500000'	'74827400000'	'80322313000'	'83914521300'	'87276164400'	'89524131600'	'93639300000'	'96385600000'	'98381300000'	'1.00E+11'	'1.02E+11'	'1.02E+11'	'1.02E+11'	'1.03E+11'	'1.04E+11'	'1.03E+11'	'1.01E+11'	'1.05E+11'	'1.03E+11'
Korea	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'
Portugal	'1.19E+11'	'1.22E+11'	'1.35E+11'	'1.65E+11'	'1.89E+11'	'1.97E+11'	'2.09E+11'	'2.40E+11'	'2.63E+11'	'2.45E+11'	'2.38E+11'	'2.45E+11'	'2.16E+11'	'2.26E+11'	'2.30E+11'	'1.99E+11'	'2.06E+11'	'2.21E+11'	'2.42E+11'	'2.40E+11'	'2.29E+11'
Paraguay	'8855705140'	'8495806432'	'7196260657'	'7691367471'	'9624440836'	'10737500188'	'13429430050'	'17856270473'	'24616537618'	'22355601273'	'27237782850'	'33756238767'	'33296438306'	'38651334288'	'40377987209'	'36211372703'	'36089550659'	'38997129474'	'40225448341'	'37906944075'	'35670301496'
West_Bank_and_Gaza	'4313600000'	'4003700000'	'3555800000'	'3968000000'	'4603100000'	'5125700000'	'5348300000'	'5815700000'	'7310400000'	'8085700000'	'9681500000'	'11186100000'	'12208400000'	'13515500000'	'13989700000'	'13972400000'	'15405400000'	'16128000000'	'16276600000'	'17133500000'	'15561300000'
Pacific_island_small_states	'3444921970'	'3395627477'	'3564053883'	'4178053089'	'4818328915'	'5329582224'	'5613654073'	'6192507725'	'6609313729'	'5916221065'	'6566818383'	'7713181064'	'8186804963'	'8498136739'	'9226234551'	'9019345254'	'9456355296'	'10212037558'	'10656209173'	'10641343380'	'9530487872'
Postdemographic_dividend	'2.64E+13'	'2.61E+13'	'2.73E+13'	'3.06E+13'	'3.40E+13'	'3.57E+13'	'3.76E+13'	'4.10E+13'	'4.34E+13'	'4.09E+13'	'4.26E+13'	'4.58E+13'	'4.57E+13'	'4.62E+13'	'4.72E+13'	'4.46E+13'	'4.57E+13'	'4.76E+13'	'5.05E+13'	'5.10E+13'	'4.96E+13'
French_Polynesia	'3447543203'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'
Qatar	'17759890110'	'17538461538'	'19363736264'	'23533791209'	'31734065934'	'44530494505'	'60882142857'	'79712087912'	'1.15E+11'	'97798351648'	'1.25E+11'	'1.68E+11'	'1.87E+11'	'1.99E+11'	'2.06E+11'	'1.62E+11'	'1.52E+11'	'1.61E+11'	'1.83E+11'	'1.76E+11'	'1.44E+11'
Romania	'37253259017'	'40394824679'	'46066101951'	'57806506024'	'74972669057'	'98452791983'	'1.22E+11'	'1.75E+11'	'2.14E+11'	'1.74E+11'	'1.66E+11'	'1.83E+11'	'1.71E+11'	'1.91E+11'	'2.00E+11'	'1.78E+11'	'1.88E+11'	'2.12E+11'	'2.41E+11'	'2.50E+11'	'2.49E+11'
Russia	'2.60E+11'	'3.07E+11'	'3.45E+11'	'4.30E+11'	'5.91E+11'	'7.64E+11'	'9.90E+11'	'1.30E+12'	'1.66E+12'	'1.22E+12'	'1.52E+12'	'2.05E+12'	'2.21E+12'	'2.29E+12'	'2.06E+12'	'1.36E+12'	'1.28E+12'	'1.57E+12'	'1.66E+12'	'1.69E+12'	'1.48E+12'
Rwanda	'2067528500'	'1965444515'	'1964779921'	'2137093489'	'2375281627'	'2932213575'	'3317951468'	'4068065929'	'5177015141'	'5671332138'	'6121234529'	'6881038270'	'7650300320'	'7815599503'	'8241332517'	'8539048448'	'8690485823'	'9253098954'	'9640280084'	'10355974217'	'10333991456'
South_Asia	'6.30E+11'	'6.46E+11'	'6.78E+11'	'7.91E+11'	'9.17E+11'	'1.05E+12'	'1.20E+12'	'1.50E+12'	'1.53E+12'	'1.68E+12'	'2.06E+12'	'2.27E+12'	'2.30E+12'	'2.36E+12'	'2.58E+12'	'2.70E+12'	'2.93E+12'	'3.35E+12'	'3.44E+12'	'3.60E+12'	'3.39E+12'
Saudi_Arabia	'1.90E+11'	'1.84E+11'	'1.90E+11'	'2.16E+11'	'2.59E+11'	'3.28E+11'	'3.77E+11'	'4.16E+11'	'5.20E+11'	'4.29E+11'	'5.28E+11'	'6.71E+11'	'7.36E+11'	'7.47E+11'	'7.56E+11'	'6.54E+11'	'6.45E+11'	'6.89E+11'	'7.87E+11'	'7.93E+11'	'7.00E+11'
Sudan	'12257418326'	'15716489370'	'18136839087'	'21355576673'	'26645490675'	'35182105414'	'45264519503'	'59440139775'	'64831935604'	'51621044077'	'58962978034'	'55018567211'	'37632919967'	'43024018082'	'49516748618'	'51726758677'	'42630376000'	'41283617976'	'30964349685'	'26155799325'	'21329109522'
Senegal	'6013184809'	'6507824767'	'7006402592'	'8768721956'	'10076817278'	'11009032665'	'11697918803'	'13994218939'	'16853991177'	'16145868285'	'16121314671'	'17814284622'	'17660871726'	'18918668644'	'19797254643'	'17774766636'	'19040312815'	'20996564752'	'23116699808'	'23306213742'	'24644234595'
Singapore	'96074477958'	'89794943350'	'92537752709'	'97645448284'	'1.15E+11'	'1.28E+11'	'1.49E+11'	'1.81E+11'	'1.94E+11'	'1.94E+11'	'2.40E+11'	'2.79E+11'	'2.95E+11'	'3.08E+11'	'3.15E+11'	'3.08E+11'	'3.19E+11'	'3.43E+11'	'3.76E+11'	'3.74E+11'	'3.40E+11'
Solomon_Islands	'419933580.9'	'409435392.2'	'346431958.3'	'352522682.2'	'397611126.7'	'476898763.6'	'538668769.3'	'620230005.2'	'699157191'	'735940409.7'	'846797693.6'	'1049952233'	'1190994127'	'1284698922'	'1335538893'	'1307061544'	'1378551118'	'1483758907'	'1574599183'	'1570093229'	'1545888426'
Sierra_Leone	'635874002.2'	'1090467712'	'1253340520'	'1385810072'	'1448536631'	'1650494367'	'1885112202'	'2158496873'	'2505458705'	'2453899847'	'2578026297'	'2942546781'	'3801862611'	'4920343195'	'5015157816'	'4218723875'	'3674794530'	'3719369107'	'4085114794'	'4076578543'	'4063289450'
El_Salvador	'11784927700'	'12282533600'	'12664190300'	'13243892200'	'13724810900'	'14698000000'	'15999890000'	'17011750000'	'17986890000'	'17601620000'	'18447920000'	'20283780000'	'21386150000'	'21990960000'	'22593470000'	'23438240000'	'24191430000'	'24979190000'	'26020850000'	'26896660000'	'24638720000'
San_Marino	'1005159388'	'1077413479'	'1168269231'	'1464326161'	'1723750000'	'1785847531'	'1908167106'	'2185874624'	'2393437820'	'2056126702'	'1881214371'	'1813752784'	'1604779648'	'1678841812'	'1673973695'	'1419394771'	'1468377272'	'1528630707'	'1655300873'	'1616369646'	'NULL'
Somalia	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'4574495667'	'5021956321'	'5331761394'	'5529873480'	'5609000000'	'5850677296'	'6476674592'	'6965285325'
Serbia	'6875845987'	'12960538724'	'17120906918'	'22482365322'	'26141968161'	'27683225959'	'32482070360'	'43170990616'	'52194221469'	'45162894381'	'41819468692'	'49258136129'	'43309252921'	'48394239475'	'47062206678'	'39655958843'	'40692643373'	'44179055280'	'50640650221'	'51514222382'	'53335016425'
SubSaharan_Africa_excluding_high_income	'4.22E+11'	'4.05E+11'	'4.41E+11'	'5.55E+11'	'6.91E+11'	'8.20E+11'	'9.67E+11'	'1.12E+12'	'1.27E+12'	'1.22E+12'	'1.44E+12'	'1.61E+12'	'1.68E+12'	'1.78E+12'	'1.85E+12'	'1.68E+12'	'1.56E+12'	'1.67E+12'	'1.75E+12'	'1.80E+12'	'1.70E+12'
South_Sudan	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'14586253383'	'12231264525'	'14602072411'	'14907308933'	'11931472169'	'18426469017'	'13962212847'	'11997800760'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'
SubSaharan_Africa	'4.23E+11'	'4.06E+11'	'4.41E+11'	'5.56E+11'	'6.92E+11'	'8.21E+11'	'9.68E+11'	'1.12E+12'	'1.27E+12'	'1.22E+12'	'1.44E+12'	'1.61E+12'	'1.68E+12'	'1.79E+12'	'1.85E+12'	'1.68E+12'	'1.56E+12'	'1.67E+12'	'1.75E+12'	'1.80E+12'	'1.71E+12'
Small_states	'1.29E+11'	'1.30E+11'	'1.39E+11'	'1.66E+11'	'2.00E+11'	'2.38E+11'	'2.77E+11'	'3.32E+11'	'4.00E+11'	'3.43E+11'	'3.94E+11'	'4.74E+11'	'4.94E+11'	'5.14E+11'	'5.30E+11'	'4.52E+11'	'4.45E+11'	'4.80E+11'	'5.28E+11'	'5.20E+11'	'4.51E+11'
Sao_Tome_and_Principe	'NULL'	'75951210.69'	'85171308.17'	'102085583.5'	'114582561.6'	'136450274.7'	'142775597.3'	'149146423.1'	'188021190.6'	'187820464.6'	'196652514.3'	'231489270.1'	'250680845.7'	'300554483.6'	'346528329.2'	'316066072.3'	'345495615'	'375614126.2'	'412253809.7'	'427425039.7'	'472914469.9'
Suriname	'947671969.7'	'834279357.8'	'1093574468'	'1274190311'	'1484092538'	'1793388732'	'2626380435'	'2936612022'	'3532969035'	'3875409836'	'4368398048'	'4422276622'	'4980000000'	'5145757576'	'5240606061'	'5126291451'	'3317438911'	'3591623596'	'3996247906'	'3984483762'	'2884248048'
Slovakia	'29242558797'	'30778781607'	'35297794386'	'46919965224'	'57437444469'	'62808723477'	'70767338922'	'86563986799'	'1.01E+11'	'89399303222'	'90801178162'	'99492917849'	'94253181330'	'98569320343'	'1.01E+11'	'88636928905'	'89674927723'	'95393515078'	'1.06E+11'	'1.05E+11'	'1.05E+11'
Slovenia	'20289627637'	'20876309970'	'23489890274'	'29634713641'	'34414784504'	'36206395971'	'39481045038'	'48067401207'	'55779427740'	'50567734886'	'48208240226'	'51583869785'	'46577793184'	'48415657265'	'49997186439'	'43107506024'	'44766722791'	'48589100043'	'54163591695'	'54178877606'	'53589609581'
Sweden	'2.63E+11'	'2.42E+11'	'2.67E+11'	'3.34E+11'	'3.85E+11'	'3.92E+11'	'4.23E+11'	'4.91E+11'	'5.18E+11'	'4.37E+11'	'4.96E+11'	'5.74E+11'	'5.52E+11'	'5.87E+11'	'5.82E+11'	'5.05E+11'	'5.16E+11'	'5.41E+11'	'5.55E+11'	'5.34E+11'	'5.41E+11'
Eswatini	'1738100853'	'1542477309'	'1432228125'	'2197612701'	'2770082792'	'3178126492'	'3291353836'	'3469363996'	'3294093485'	'3580417067'	'4438778424'	'4820499924'	'4886533033'	'4597532030'	'4422968340'	'4063245671'	'3816022047'	'4402969226'	'4665420239'	'4495679481'	'3972728948'
Sint_Maarten_Dutch_part	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'936089385.5'	'985865921.8'	'1022905028'	'1245251397'	'1253072626'	'1263687151'	'1191620112'	'1185474860'	'NULL'	'NULL'
Seychelles	'614879764.8'	'622262057.2'	'697518248.2'	'705704816'	'839319927.3'	'919103254.5'	'1016418229'	'1033561654'	'967199594'	'847397850.1'	'969936525.3'	'1065826670'	'1060226126'	'1328157609'	'1343007845'	'1377495054'	'1426651769'	'1528242026'	'1547690759'	'1582841059'	'1059886364'
Syrian_Arab_Republic	'80590022272'	'86771314031'	'90558485523'	'95693808463'	'1.13E+11'	'1.34E+11'	'1.54E+11'	'1.80E+11'	'2.18E+11'	'2.25E+11'	'2.53E+11'	'64315437939'	'42807315976'	'20345458471'	'21239000398'	'16492072144'	'12356980639'	'16112991412'	'21490335086'	'22777882165'	'NULL'
Turks_and_Caicos_Islands	'NULL'	'358744800'	'366707910'	'409753640'	'485598810'	'578645760'	'721891470'	'773489740'	'862683630'	'703175750'	'686787810'	'728789570'	'727161000'	'754238000'	'841070000'	'942070000'	'1032452000'	'1022365000'	'1113178000'	'1197415000'	'924583000'
Chad	'1388506727'	'1710843361'	'1997005787'	'2742815195'	'4422855929'	'6649307057'	'7428701809'	'8650138069'	'10393834721'	'9290728773'	'10668102735'	'12172309523'	'12367363678'	'12953535496'	'13940768066'	'10950392220'	'10097778354'	'10000395242'	'11239167048'	'11314951343'	'10829076802'
East_Asia_&_Pacific_IDA_&_IBRD_countries	'1.73E+12'	'1.84E+12'	'2.04E+12'	'2.31E+12'	'2.68E+12'	'3.10E+12'	'3.74E+12'	'4.72E+12'	'5.97E+12'	'6.48E+12'	'7.85E+12'	'9.60E+12'	'1.07E+13'	'1.18E+13'	'1.27E+13'	'1.33E+13'	'1.35E+13'	'1.48E+13'	'1.66E+13'	'1.71E+13'	'1.74E+13'
Europe_&_Central_Asia_IDA_&_IBRD_countries	'8.94E+11'	'9.10E+11'	'1.02E+12'	'1.26E+12'	'1.63E+12'	'2.04E+12'	'2.47E+12'	'3.17E+12'	'3.93E+12'	'3.11E+12'	'3.66E+12'	'4.44E+12'	'4.64E+12'	'4.92E+12'	'4.65E+12'	'3.63E+12'	'3.49E+12'	'3.91E+12'	'4.07E+12'	'4.15E+12'	'3.88E+12'
Togo	'1491891108'	'1482437752'	'1706698099'	'2115836353'	'2259992642'	'2281482855'	'2351584608'	'2662612348'	'3323677130'	'3379258565'	'3429461495'	'3872459250'	'3873308389'	'4321655656'	'4574986537'	'4180866177'	'6031632168'	'6395472574'	'7112200725'	'7220395248'	'7574636979'
Thailand	'1.26E+11'	'1.20E+11'	'1.34E+11'	'1.52E+11'	'1.73E+11'	'1.89E+11'	'2.22E+11'	'2.63E+11'	'2.91E+11'	'2.82E+11'	'3.41E+11'	'3.71E+11'	'3.98E+11'	'4.20E+11'	'4.07E+11'	'4.01E+11'	'4.13E+11'	'4.56E+11'	'5.07E+11'	'5.44E+11'	'5.02E+11'
Tajikistan	'860521119.3'	'1080768907'	'1221120799'	'1555301496'	'2076182461'	'2312327536'	'2830220713'	'3719506173'	'5161337336'	'4979481980'	'5642178580'	'6522732203'	'7633049792'	'8448469838'	'9112544556'	'8271454301'	'6992393787'	'7536439875'	'7765014424'	'8300784857'	'8194150302'
Turkmenistan	'2904662605'	'3534803922'	'4461978499'	'5977560877'	'6838351088'	'8103901996'	'10276674365'	'12664165103'	'19271523179'	'20214385965'	'22583157895'	'29233333333'	'35164210526'	'39197543860'	'43524210526'	'35799714286'	'36169428571'	'37926285714'	'40765428571'	'45231428571'	'NULL'
Latin_America_&_the_Caribbean_IDA_&_IBRD_countries	'2.18E+12'	'2.12E+12'	'1.89E+12'	'1.92E+12'	'2.22E+12'	'2.71E+12'	'3.19E+12'	'3.77E+12'	'4.41E+12'	'4.13E+12'	'5.16E+12'	'5.89E+12'	'5.94E+12'	'6.09E+12'	'6.21E+12'	'5.14E+12'	'5.01E+12'	'5.59E+12'	'5.46E+12'	'5.38E+12'	'4.48E+12'
TimorLeste	'367087900'	'477443500'	'469506700'	'490439100'	'440764600'	'462283600'	'453805100'	'542795400'	'648492700'	'726882400'	'881827800'	'1042411500'	'1160389500'	'1395519600'	'1447307100'	'1594410900'	'1650618500'	'1615609700'	'1583876200'	'2047931700'	'1902156800'
Middle_East_&_North_Africa_IDA_&_IBRD_countries	'5.28E+11'	'5.34E+11'	'5.20E+11'	'5.68E+11'	'6.75E+11'	'7.97E+11'	'9.25E+11'	'1.13E+12'	'1.40E+12'	'1.36E+12'	'1.57E+12'	'1.55E+12'	'1.69E+12'	'1.56E+12'	'1.53E+12'	'1.37E+12'	'1.39E+12'	'1.37E+12'	'1.30E+12'	'1.33E+12'	'1.18E+12'
Tonga	'204849612.6'	'181116952.8'	'182763693.9'	'202246959.7'	'230657965.5'	'261797606.1'	'292232117.1'	'298513956.2'	'344428609'	'312377379.3'	'366840012.4'	'414523388.5'	'470714083.4'	'450643615.2'	'439878828'	'437006227.2'	'420540178.6'	'460379145'	'489235527.4'	'512350059.4'	'488829964.1'
South_Asia_IDA_&_IBRD	'6.30E+11'	'6.46E+11'	'6.78E+11'	'7.91E+11'	'9.17E+11'	'1.05E+12'	'1.20E+12'	'1.50E+12'	'1.53E+12'	'1.68E+12'	'2.06E+12'	'2.27E+12'	'2.30E+12'	'2.36E+12'	'2.58E+12'	'2.70E+12'	'2.93E+12'	'3.35E+12'	'3.44E+12'	'3.60E+12'	'3.39E+12'
SubSaharan_Africa_IDA_&_IBRD_countries	'4.23E+11'	'4.06E+11'	'4.41E+11'	'5.56E+11'	'6.92E+11'	'8.21E+11'	'9.68E+11'	'1.12E+12'	'1.27E+12'	'1.22E+12'	'1.44E+12'	'1.61E+12'	'1.68E+12'	'1.79E+12'	'1.85E+12'	'1.68E+12'	'1.56E+12'	'1.67E+12'	'1.75E+12'	'1.80E+12'	'1.71E+12'
